140	12	recharge	100.0	106.61	\N	余额充值	2026-08-14 23:15:00
141	12	consume	-9.74	96.87	94	充电结算	2026-08-15 01:29:00
142	5	consume	-9.88	67.88	95	充电结算	2026-08-14 18:29:00
143	16	recharge	150.0	203.63	\N	余额充值	2026-08-15 17:55:00
144	16	consume	-147.87	55.76	96	充电结算	2026-08-15 19:21:00
145	5	recharge	100.0	167.88	\N	余额充值	2026-08-15 08:33:00
146	5	consume	-105.85	62.03	97	充电结算	2026-08-15 10:06:00
147	10	recharge	100.0	129.67	\N	余额充值	2026-08-15 09:10:00
148	10	consume	-38.96	90.71	98	充电结算	2026-08-15 10:00:00
149	4	consume	-17.82	43.07	99	充电结算	2026-08-15 18:08:00
150	5	consume	-16.69	45.34	100	充电结算	2026-08-15 11:51:00
151	3	recharge	150.0	157.38	\N	余额充值	2026-08-15 10:59:00
152	3	consume	-83.17	74.21	101	充电结算	2026-08-15 12:09:00
153	17	recharge	100.0	117.5	\N	余额充值	2026-08-15 18:19:00
154	17	consume	-57.26	60.24	102	充电结算	2026-08-15 19:07:00
155	12	consume	-9.3	87.57	103	充电结算	2026-08-15 12:28:00
156	4	recharge	100.0	143.07	\N	余额充值	2026-08-15 16:57:00
157	4	consume	-81.87	61.2	104	充电结算	2026-08-15 17:52:00
158	15	recharge	100.0	192.88	\N	余额充值	2026-08-15 16:06:00
159	15	consume	-103.24	89.64	105	充电结算	2026-08-15 17:33:00
160	15	consume	-18.35	71.29	106	充电结算	2026-08-15 21:29:00
161	10	consume	-15.91	74.8	107	充电结算	2026-08-16 13:35:00
162	7	recharge	150.0	206.02	\N	余额充值	2026-08-16 18:50:00
163	7	consume	-113.72	92.3	108	充电结算	2026-08-16 19:59:00
164	4	recharge	100.0	161.2	\N	余额充值	2026-08-16 09:51:00
165	4	consume	-80.67	80.53	109	充电结算	2026-08-16 11:05:00
166	11	consume	-17.64	81.13	110	充电结算	2026-08-17 01:53:00
167	3	consume	-10.18	64.03	111	充电结算	2026-08-16 16:49:00
168	11	consume	-28.32	52.81	112	充电结算	2026-08-16 16:07:00
169	14	recharge	100.0	117.99	\N	余额充值	2026-08-16 16:23:00
170	14	consume	-20.61	97.38	113	充电结算	2026-08-16 21:26:00
171	12	consume	-80.97	6.6	114	充电结算	2026-08-16 20:39:00
172	13	consume	-26.28	30.32	115	充电结算	2026-08-16 08:05:00
173	15	consume	-32.08	39.21	116	充电结算	2026-08-16 03:54:00
174	2	recharge	150.0	197.26	\N	余额充值	2026-08-17 10:23:00
175	2	consume	-109.5	87.76	117	充电结算	2026-08-17 11:53:00
176	5	consume	-21.05	24.29	118	充电结算	2026-08-17 22:00:00
177	1	consume	-17.31	9.58	119	充电结算	2026-08-18 01:42:00
178	9	consume	-31.27	2.3	120	充电结算	2026-08-17 09:34:00
179	4	consume	-9.31	71.22	121	充电结算	2026-08-17 16:48:00
180	11	recharge	100.0	152.81	\N	余额充值	2026-08-17 22:59:00
181	11	consume	-78.76	74.05	122	充电结算	2026-08-18 00:31:00
182	6	consume	-55.21	37.95	123	充电结算	2026-08-17 10:55:00
183	5	recharge	150.0	174.29	\N	余额充值	2026-08-17 08:26:00
184	5	consume	-75.97	98.32	124	充电结算	2026-08-17 10:03:00
185	5	consume	-26.48	71.84	125	充电结算	2026-08-17 11:05:00
186	14	consume	-17.86	79.52	126	充电结算	2026-08-17 17:33:00
187	15	recharge	100.0	139.21	\N	余额充值	2026-08-17 06:03:00
188	15	consume	-46.21	93.0	127	充电结算	2026-08-17 07:12:00
189	6	consume	-17.59	20.36	128	充电结算	2026-08-17 20:24:00
190	5	consume	-6.41	65.43	129	充电结算	2026-08-17 09:54:00
191	17	consume	-26.13	34.11	130	充电结算	2026-08-17 10:03:00
192	10	consume	-10.46	64.34	131	充电结算	2026-08-17 10:57:00
193	6	consume	-19.91	0.45	132	充电结算	2026-08-17 20:28:00
194	9	recharge	150.0	152.3	\N	余额充值	2026-08-17 04:31:00
195	9	consume	-61.41	90.89	133	充电结算	2026-08-17 06:07:00
196	10	consume	-18.27	46.07	134	充电结算	2026-08-17 18:20:00
197	2	consume	-62.31	25.45	135	充电结算	2026-08-18 13:36:00
198	11	consume	-13.92	60.13	136	充电结算	2026-08-18 19:55:00
199	11	consume	-40.58	19.55	137	充电结算	2026-08-18 16:18:00
200	10	consume	-10.82	35.25	138	充电结算	2026-08-18 11:05:00
201	11	recharge	100.0	119.55	\N	余额充值	2026-08-18 07:43:00
202	11	consume	-25.7	93.85	139	充电结算	2026-08-18 08:42:00
203	10	consume	-9.61	25.64	140	充电结算	2026-08-18 15:12:00
204	7	consume	-50.7	41.6	141	充电结算	2026-08-18 21:48:00
205	16	recharge	150.0	205.76	\N	余额充值	2026-08-18 18:55:00
206	16	consume	-137.21	68.55	142	充电结算	2026-08-18 20:16:00
207	12	recharge	150.0	156.6	\N	余额充值	2026-08-18 18:57:00
208	12	consume	-81.28	75.32	143	充电结算	2026-08-18 20:07:00
209	10	consume	-15.44	10.2	144	充电结算	2026-08-18 12:12:00
210	4	consume	-14.38	56.84	145	充电结算	2026-08-18 20:51:00
211	12	consume	-63.8	11.52	146	充电结算	2026-08-18 16:32:00
212	5	consume	-48.64	16.79	147	充电结算	2026-08-18 05:45:00
213	11	consume	-12.47	81.38	148	充电结算	2026-08-18 17:08:00
214	11	consume	-66.04	15.34	149	充电结算	2026-08-18 10:48:00
215	1	recharge	150.0	159.58	\N	余额充值	2026-08-18 13:38:00
216	1	consume	-69.73	89.85	150	充电结算	2026-08-18 14:46:00
217	1	consume	-35.97	53.88	151	充电结算	2026-08-18 10:39:00
218	2	recharge	100.0	125.45	\N	余额充值	2026-08-18 16:28:00
219	2	consume	-62.61	62.84	152	充电结算	2026-08-18 17:25:00
220	8	recharge	100.0	137.31	\N	余额充值	2026-08-19 10:39:00
221	8	consume	-86.88	50.43	153	充电结算	2026-08-19 12:02:00
222	5	recharge	100.0	116.79	\N	余额充值	2026-08-19 09:08:00
223	5	consume	-20.82	95.97	154	充电结算	2026-08-19 14:11:00
224	2	consume	-25.99	36.85	155	充电结算	2026-08-20 00:27:00
225	13	recharge	100.0	130.32	\N	余额充值	2026-08-19 13:24:00
226	13	consume	-50.17	80.15	156	充电结算	2026-08-19 14:22:00
227	9	consume	-11.62	79.27	157	充电结算	2026-08-19 12:06:00
228	10	recharge	100.0	110.2	\N	余额充值	2026-08-19 21:08:00
229	10	consume	-22.13	88.07	158	充电结算	2026-08-20 02:15:00
230	9	consume	-11.12	68.15	159	充电结算	2026-08-19 16:09:00
231	12	recharge	100.0	111.52	\N	余额充值	2026-08-19 21:57:00
232	12	consume	-51.34	60.18	160	充电结算	2026-08-19 23:02:00
233	15	consume	-16.41	76.59	161	充电结算	2026-08-19 13:17:00
234	9	consume	-15.63	52.52	162	充电结算	2026-08-19 23:08:00
235	17	consume	-10.67	23.44	163	充电结算	2026-08-19 09:59:00
236	4	consume	-13.36	43.48	164	充电结算	2026-08-19 19:38:00
237	16	recharge	100.0	168.55	\N	余额充值	2026-08-19 16:07:00
238	16	consume	-103.58	64.97	165	充电结算	2026-08-19 17:35:00
239	2	recharge	150.0	186.85	\N	余额充值	2026-08-19 08:31:00
240	2	consume	-94.67	92.18	166	充电结算	2026-08-19 09:59:00
241	2	consume	-61.09	31.09	167	充电结算	2026-08-19 21:04:00
242	13	consume	-27.92	52.23	168	充电结算	2026-08-19 04:52:00
243	2	recharge	100.0	131.09	\N	余额充值	2026-08-19 09:31:00
244	2	consume	-73.55	57.54	169	充电结算	2026-08-19 10:37:00
245	15	consume	-19.36	57.23	170	充电结算	2026-08-19 13:47:00
246	9	consume	-27.12	25.4	171	充电结算	2026-08-19 15:10:00
247	6	recharge	100.0	100.45	\N	余额充值	2026-08-19 08:45:00
248	6	consume	-14.2	86.25	172	充电结算	2026-08-19 12:18:00
249	13	consume	-16.67	35.56	173	充电结算	2026-08-19 12:33:00
250	5	consume	-40.18	55.79	174	充电结算	2026-08-19 09:01:00
251	9	recharge	100.0	125.4	\N	余额充值	2026-08-20 12:32:00
252	9	consume	-56.28	69.12	175	充电结算	2026-08-20 13:38:00
253	8	consume	-29.43	21.0	176	充电结算	2026-08-20 21:59:00
254	10	recharge	150.0	238.07	\N	余额充值	2026-08-20 17:53:00
255	10	consume	-150.58	87.49	177	充电结算	2026-08-20 19:20:00
256	5	recharge	100.0	155.79	\N	余额充值	2026-08-20 08:24:00
257	5	consume	-62.57	93.22	178	充电结算	2026-08-20 09:20:00
258	16	recharge	100.0	164.97	\N	余额充值	2026-08-20 11:47:00
259	16	consume	-71.7	93.27	179	充电结算	2026-08-20 13:16:00
260	3	recharge	100.0	164.03	\N	余额充值	2026-08-20 18:28:00
261	3	consume	-92.37	71.66	180	充电结算	2026-08-20 19:43:00
262	2	recharge	100.0	157.54	\N	余额充值	2026-08-20 15:07:00
263	2	consume	-89.3	68.24	181	充电结算	2026-08-20 16:26:00
264	17	consume	-10.11	13.33	182	充电结算	2026-08-20 12:14:00
265	17	recharge	100.0	113.33	\N	余额充值	2026-08-20 06:24:00
266	17	consume	-14.1	99.23	183	充电结算	2026-08-20 07:14:00
267	15	consume	-51.74	5.49	184	充电结算	2026-08-20 16:29:00
268	3	consume	-60.64	11.02	185	充电结算	2026-08-20 18:31:00
269	3	recharge	100.0	111.02	\N	余额充值	2026-08-20 05:13:00
270	3	consume	-14.47	96.55	186	充电结算	2026-08-20 06:02:00
271	14	consume	-59.55	19.97	187	充电结算	2026-08-20 19:34:00
272	5	consume	-11.63	81.59	188	充电结算	2026-08-20 12:43:00
273	8	recharge	100.0	121.0	\N	余额充值	2026-08-20 06:56:00
274	8	consume	-66.65	54.35	189	充电结算	2026-08-20 08:31:00
275	14	recharge	100.0	119.97	\N	余额充值	2026-08-20 17:47:00
276	14	consume	-21.13	98.84	190	充电结算	2026-08-20 21:31:00
277	7	consume	-5.37	36.23	191	充电结算	2026-08-20 10:01:00
278	3	consume	-47.33	49.22	192	充电结算	2026-08-21 09:22:00
279	8	recharge	150.0	204.35	\N	余额充值	2026-08-21 19:23:00
280	8	consume	-108.57	95.78	193	充电结算	2026-08-21 20:35:00
281	2	consume	-24.16	44.08	194	充电结算	2026-08-21 23:28:00
282	11	recharge	100.0	115.34	\N	余额充值	2026-08-21 16:51:00
283	11	consume	-50.89	64.45	195	充电结算	2026-08-21 17:57:00
284	10	consume	-10.39	77.1	196	充电结算	2026-08-21 10:52:00
285	14	recharge	100.0	198.84	\N	余额充值	2026-08-21 19:58:00
286	14	consume	-100.73	98.11	197	充电结算	2026-08-21 21:16:00
287	17	consume	-29.94	69.29	198	充电结算	2026-08-21 22:26:00
288	16	consume	-20.06	73.21	199	充电结算	2026-08-21 08:15:00
289	2	consume	-16.23	27.85	200	充电结算	2026-08-21 17:13:00
290	7	recharge	100.0	136.23	\N	余额充值	2026-08-21 08:00:00
291	7	consume	-79.81	56.42	201	充电结算	2026-08-21 09:28:00
292	7	consume	-41.09	15.33	202	充电结算	2026-08-21 07:23:00
293	7	recharge	100.0	115.33	\N	余额充值	2026-08-21 19:25:00
294	7	consume	-16.97	98.36	203	充电结算	2026-08-21 22:27:00
295	1	consume	-11.21	42.67	204	充电结算	2026-08-21 12:37:00
296	8	consume	-57.05	38.73	205	充电结算	2026-08-21 15:05:00
297	15	recharge	100.0	105.49	\N	余额充值	2026-08-21 08:17:00
298	15	consume	-19.77	85.72	206	充电结算	2026-08-21 13:10:00
299	15	recharge	100.0	185.72	\N	余额充值	2026-08-21 19:25:00
300	15	consume	-117.94	67.78	207	充电结算	2026-08-21 20:58:00
301	14	consume	-44.32	53.79	208	充电结算	2026-08-22 12:13:00
302	14	consume	-43.71	10.08	209	充电结算	2026-08-22 09:03:00
303	16	recharge	100.0	173.21	\N	余额充值	2026-08-22 18:38:00
304	16	consume	-103.35	69.86	210	充电结算	2026-08-22 20:06:00
305	16	consume	-12.24	57.62	211	充电结算	2026-08-22 17:31:00
306	16	consume	-28.4	29.22	212	充电结算	2026-08-22 22:01:00
307	3	recharge	150.0	199.22	\N	余额充值	2026-08-22 17:55:00
308	3	consume	-113.77	85.45	213	充电结算	2026-08-22 19:30:00
309	5	consume	-64.43	17.16	214	充电结算	2026-08-22 09:27:00
310	16	consume	-8.91	20.31	215	充电结算	2026-08-22 18:06:00
311	9	consume	-30.46	38.66	216	充电结算	2026-08-22 02:01:00
312	6	consume	-39.72	46.53	217	充电结算	2026-08-22 13:21:00
313	12	recharge	100.0	160.18	\N	余额充值	2026-08-22 15:20:00
314	12	consume	-76.72	83.46	218	充电结算	2026-08-22 16:57:00
315	8	recharge	150.0	188.73	\N	余额充值	2026-08-23 15:47:00
316	8	consume	-107.74	80.99	219	充电结算	2026-08-23 17:17:00
317	2	consume	-22.29	5.56	220	充电结算	2026-08-23 23:09:00
318	6	consume	-42.99	3.54	221	充电结算	2026-08-23 18:07:00
319	4	consume	-8.83	34.65	222	充电结算	2026-08-23 17:26:00
320	16	consume	-12.4	7.91	223	充电结算	2026-08-23 22:12:00
321	2	recharge	200.0	205.56	\N	余额充值	2026-08-23 18:56:00
322	2	consume	-113.31	92.25	224	充电结算	2026-08-23 20:03:00
323	13	consume	-20.23	15.33	225	充电结算	2026-08-23 20:28:00
324	11	consume	-17.15	47.3	226	充电结算	2026-08-23 22:27:00
325	12	consume	-53.76	29.7	227	充电结算	2026-08-23 15:15:00
326	13	recharge	100.0	115.33	\N	余额充值	2026-08-23 16:35:00
327	13	consume	-48.27	67.06	228	充电结算	2026-08-23 17:23:00
328	12	recharge	100.0	129.7	\N	余额充值	2026-08-23 14:22:00
329	12	consume	-55.63	74.07	229	充电结算	2026-08-23 15:33:00
330	10	consume	-9.47	67.63	230	充电结算	2026-08-23 12:25:00
331	5	recharge	100.0	117.16	\N	余额充值	2026-08-23 18:18:00
332	5	consume	-19.13	98.03	231	充电结算	2026-08-23 21:46:00
333	9	consume	-27.82	10.84	232	充电结算	2026-08-24 12:55:00
334	14	recharge	100.0	110.08	\N	余额充值	2026-08-24 15:00:00
335	14	consume	-24.49	85.59	233	充电结算	2026-08-24 15:48:00
336	11	consume	-8.66	38.64	234	充电结算	2026-08-24 18:23:00
337	8	consume	-42.86	38.13	235	充电结算	2026-08-24 18:35:00
338	16	recharge	100.0	107.91	\N	余额充值	2026-08-24 09:05:00
339	16	consume	-39.97	67.94	236	充电结算	2026-08-24 09:56:00
340	3	consume	-13.64	71.81	237	充电结算	2026-08-24 16:21:00
341	15	consume	-40.37	27.41	238	充电结算	2026-08-24 17:09:00
342	13	recharge	100.0	167.06	\N	余额充值	2026-08-24 19:16:00
343	13	consume	-88.19	78.87	239	充电结算	2026-08-24 20:31:00
344	5	consume	-79.13	18.9	240	充电结算	2026-08-24 17:40:00
345	13	consume	-14.33	64.54	241	充电结算	2026-08-24 13:03:00
346	8	recharge	100.0	138.13	\N	余额充值	2026-08-24 16:12:00
347	8	consume	-61.99	76.14	242	充电结算	2026-08-24 17:23:00
348	7	consume	-7.09	91.27	243	充电结算	2026-08-24 10:31:00
349	7	recharge	100.0	191.27	\N	余额充值	2026-08-24 17:48:00
350	7	consume	-104.86	86.41	244	充电结算	2026-08-24 18:53:00
351	14	consume	-15.29	70.3	245	充电结算	2026-08-24 21:17:00
352	14	consume	-6.11	64.19	246	充电结算	2026-08-24 09:48:00
353	17	consume	-19.43	49.86	247	充电结算	2026-08-24 15:23:00
354	3	consume	-19.21	52.6	248	充电结算	2026-08-24 22:47:00
355	13	recharge	100.0	164.54	\N	余额充值	2026-08-24 16:22:00
356	13	consume	-77.11	87.43	249	充电结算	2026-08-24 17:59:00
357	17	consume	-19.4	30.46	250	充电结算	2026-08-25 19:14:00
358	17	consume	-14.82	15.64	251	充电结算	2026-08-25 13:31:00
359	3	recharge	150.0	202.6	\N	余额充值	2026-08-25 20:04:00
360	3	consume	-109.94	92.66	252	充电结算	2026-08-25 21:37:00
361	17	recharge	100.0	115.64	\N	余额充值	2026-08-25 18:25:00
362	17	consume	-19.86	95.78	253	充电结算	2026-08-25 22:01:00
363	3	consume	-53.31	39.35	254	充电结算	2026-08-25 13:35:00
364	4	consume	-12.28	22.37	255	充电结算	2026-08-25 12:37:00
365	15	recharge	100.0	127.41	\N	余额充值	2026-08-25 15:35:00
366	15	consume	-75.32	52.09	256	充电结算	2026-08-25 16:47:00
367	1	consume	-16.59	26.08	257	充电结算	2026-08-25 16:34:00
368	9	recharge	100.0	110.84	\N	余额充值	2026-08-25 08:01:00
369	9	consume	-48.94	61.9	258	充电结算	2026-08-25 09:24:00
370	7	consume	-10.96	75.45	259	充电结算	2026-08-25 12:47:00
371	11	consume	-20.02	18.62	260	充电结算	2026-08-26 02:03:00
372	6	recharge	150.0	153.54	\N	余额充值	2026-08-25 19:32:00
373	6	consume	-64.2	89.34	261	充电结算	2026-08-25 20:58:00
374	10	consume	-27.66	39.97	262	充电结算	2026-08-25 08:16:00
375	5	consume	-16.25	2.65	263	充电结算	2026-08-25 15:01:00
376	6	consume	-63.25	26.09	264	充电结算	2026-08-25 21:23:00
377	2	consume	-49.23	43.02	265	充电结算	2026-08-25 20:13:00
378	17	consume	-60.55	35.23	266	充电结算	2026-08-25 22:51:00
379	3	recharge	100.0	139.35	\N	余额充值	2026-08-26 14:43:00
380	3	consume	-52.49	86.86	267	充电结算	2026-08-26 16:20:00
381	10	consume	-17.64	22.33	268	充电结算	2026-08-26 12:35:00
382	4	recharge	100.0	122.37	\N	余额充值	2026-08-26 15:44:00
383	4	consume	-70.34	52.03	269	充电结算	2026-08-26 16:48:00
384	2	consume	-20.06	22.96	270	充电结算	2026-08-26 19:34:00
385	8	consume	-35.26	40.88	271	充电结算	2026-08-26 19:12:00
