15	16	6	55	\N	completed	27.2	95.0	100.0	2026-08-10 23:24:00	2026-08-11 00:19:00	55	73.08	flat	51.16	0.0	51.16	0	\N	7	2026-08-10 23:18:00	2026-08-11 00:21:00
16	10	1	12	\N	completed	27.0	95.0	55.3	2026-08-10 23:25:00	2026-08-11 04:13:00	288	28.26	flat	19.78	0.0	19.78	0	\N	2	2026-08-10 23:19:00	2026-08-11 04:15:00
17	2	26	255	\N	completed	28.2	95.0	48.9	2026-08-10 17:49:00	2026-08-10 21:02:00	193	20.71	peak	20.71	0.0	20.71	0	\N	2	2026-08-10 17:43:00	2026-08-10 21:04:00
18	7	13	129	\N	completed	29.8	95.0	60.8	2026-08-10 09:48:00	2026-08-10 14:41:00	293	31.04	flat	21.73	0.0	21.73	0	\N	3	2026-08-10 09:42:00	2026-08-10 14:43:00
19	4	2	21	\N	completed	27.4	95.0	47.5	2026-08-11 07:50:00	2026-08-11 11:09:00	199	20.11	valley	8.04	0.0	8.04	0	\N	2	2026-08-11 07:44:00	2026-08-11 11:11:00
20	3	16	152	\N	completed	16.0	95.0	93.6	2026-08-11 17:47:00	2026-08-11 18:47:00	60	77.61	peak	77.61	0.0	77.61	0	\N	7	2026-08-11 17:41:00	2026-08-11 18:49:00
21	12	28	272	\N	completed	14.9	95.0	39.2	2026-08-11 18:58:00	2026-08-11 23:06:00	248	24.33	peak	24.33	0.0	24.33	0	\N	2	2026-08-11 18:52:00	2026-08-11 23:08:00
22	16	16	152	\N	completed	13.5	95.0	100.0	2026-08-11 20:55:00	2026-08-11 22:22:00	87	111.03	peak	111.03	0.0	111.03	0	\N	11	2026-08-11 20:49:00	2026-08-11 22:24:00
23	5	12	116	\N	completed	21.9	95.0	52.7	2026-08-11 21:46:00	2026-08-12 02:39:00	293	30.8	flat	21.56	0.0	21.56	0	\N	3	2026-08-11 21:40:00	2026-08-12 02:41:00
24	12	5	47	\N	completed	13.7	95.0	35.3	2026-08-11 19:00:00	2026-08-11 22:41:00	221	21.65	peak	21.65	0.0	21.65	0	\N	2	2026-08-11 18:54:00	2026-08-11 22:43:00
25	9	21	196	\N	completed	17.0	95.0	44.0	2026-08-11 10:23:00	2026-08-11 15:06:00	283	26.95	flat	18.86	0.0	18.86	0	\N	2	2026-08-11 10:17:00	2026-08-11 15:08:00
26	11	12	114	\N	completed	23.9	95.0	53.7	2026-08-11 02:04:00	2026-08-11 06:49:00	285	29.77	valley	11.91	0.0	11.91	0	\N	2	2026-08-11 01:58:00	2026-08-11 06:51:00
27	14	7	60	\N	completed	19.1	95.0	86.9	2026-08-11 17:02:00	2026-08-11 17:50:00	48	67.82	peak	67.82	0.0	67.82	0	\N	6	2026-08-11 16:56:00	2026-08-11 17:52:00
28	4	13	121	\N	completed	21.1	95.0	100.0	2026-08-11 14:08:00	2026-08-11 15:22:00	74	127.03	flat	88.92	0.0	88.92	0	\N	12	2026-08-11 14:02:00	2026-08-11 15:24:00
29	14	9	80	\N	completed	24.7	95.0	78.5	2026-08-11 21:41:00	2026-08-11 22:47:00	66	53.78	flat	37.65	0.0	37.65	0	\N	5	2026-08-11 21:35:00	2026-08-11 22:49:00
30	9	2	17	\N	completed	23.3	95.0	100.0	2026-08-11 11:23:00	2026-08-11 12:47:00	84	139.88	flat	97.92	0.0	97.92	0	\N	13	2026-08-11 11:17:00	2026-08-11 12:49:00
31	12	6	51	\N	completed	39.3	95.0	100.0	2026-08-11 08:23:00	2026-08-11 09:46:00	83	109.77	flat	76.84	0.0	76.84	0	\N	10	2026-08-11 08:17:00	2026-08-11 09:48:00
32	13	14	142	\N	completed	34.7	95.0	53.2	2026-08-11 10:07:00	2026-08-11 12:55:00	168	18.47	flat	12.93	0.0	12.93	0	\N	1	2026-08-11 10:01:00	2026-08-11 12:57:00
33	7	1	11	\N	completed	39.7	95.0	52.8	2026-08-11 06:50:00	2026-08-11 09:02:00	132	13.09	valley	5.24	0.0	5.24	0	\N	1	2026-08-11 06:44:00	2026-08-11 09:04:00
34	7	4	36	\N	completed	16.5	95.0	100.0	2026-08-11 18:35:00	2026-08-11 20:03:00	88	109.7	peak	109.7	0.0	109.7	0	\N	10	2026-08-11 18:29:00	2026-08-11 20:05:00
35	11	8	76	\N	completed	18.3	95.0	100.0	2026-08-11 19:57:00	2026-08-11 21:27:00	90	120.07	peak	120.07	0.0	120.07	0	\N	12	2026-08-11 19:51:00	2026-08-11 21:29:00
36	5	29	277	\N	completed	29.8	95.0	99.2	2026-08-11 22:51:00	2026-08-11 23:47:00	56	69.4	flat	48.58	0.0	48.58	0	\N	6	2026-08-11 22:45:00	2026-08-11 23:49:00
37	1	20	184	\N	completed	19.7	95.0	100.0	2026-08-11 02:50:00	2026-08-11 04:20:00	90	112.82	valley	45.13	0.0	45.13	0	\N	11	2026-08-11 02:44:00	2026-08-11 04:22:00
38	2	7	65	\N	completed	11.9	95.0	33.5	2026-08-11 07:33:00	2026-08-11 11:20:00	227	21.64	valley	8.66	0.0	8.66	0	\N	2	2026-08-11 07:27:00	2026-08-11 11:22:00
39	12	27	263	\N	completed	16.6	95.0	44.0	2026-08-11 12:06:00	2026-08-11 16:37:00	271	27.44	flat	19.21	0.0	19.21	0	\N	2	2026-08-11 12:00:00	2026-08-11 16:39:00
40	17	16	155	\N	completed	11.8	95.0	37.9	2026-08-11 16:41:00	2026-08-11 20:38:00	237	26.12	flat	18.28	0.0	18.28	0	\N	2	2026-08-11 16:35:00	2026-08-11 20:40:00
41	14	6	56	\N	completed	12.2	95.0	39.0	2026-08-12 19:45:00	2026-08-12 23:50:00	245	26.77	peak	26.77	0.0	26.77	0	\N	2	2026-08-12 19:39:00	2026-08-12 23:52:00
42	5	4	34	\N	completed	27.6	95.0	100.0	2026-08-12 06:17:00	2026-08-12 07:05:00	48	85.79	valley	34.32	0.0	34.32	0	\N	8	2026-08-12 06:11:00	2026-08-12 07:07:00
43	13	28	272	\N	completed	22.9	95.0	42.8	2026-08-12 17:29:00	2026-08-12 20:44:00	195	19.93	peak	19.93	0.0	19.93	0	\N	1	2026-08-12 17:23:00	2026-08-12 20:46:00
44	4	30	283	\N	completed	23.5	95.0	100.0	2026-08-12 18:55:00	2026-08-12 20:21:00	86	107.36	peak	107.36	0.0	107.36	0	\N	10	2026-08-12 18:49:00	2026-08-12 20:23:00
45	11	24	233	\N	completed	19.4	95.0	100.0	2026-08-12 08:26:00	2026-08-12 09:31:00	65	118.23	flat	82.76	0.0	82.76	0	\N	11	2026-08-12 08:20:00	2026-08-12 09:33:00
46	9	21	192	\N	completed	12.0	95.0	58.0	2026-08-12 09:43:00	2026-08-12 10:32:00	49	45.98	flat	32.19	0.0	32.19	0	\N	4	2026-08-12 09:37:00	2026-08-12 10:34:00
47	3	23	222	\N	completed	34.4	95.0	97.2	2026-08-12 18:47:00	2026-08-12 19:33:00	46	62.85	peak	62.85	0.0	62.85	0	\N	6	2026-08-12 18:41:00	2026-08-12 19:35:00
48	11	7	63	\N	completed	38.2	95.0	100.0	2026-08-12 15:22:00	2026-08-12 16:28:00	66	92.17	flat	64.52	0.0	64.52	0	\N	9	2026-08-12 15:16:00	2026-08-12 16:30:00
49	2	15	148	\N	completed	27.3	95.0	54.5	2026-08-12 11:19:00	2026-08-12 15:52:00	273	27.16	flat	19.01	0.0	19.01	0	\N	2	2026-08-12 11:13:00	2026-08-12 15:54:00
50	16	12	115	\N	completed	21.0	95.0	36.9	2026-08-12 08:22:00	2026-08-12 10:49:00	147	15.89	flat	11.12	0.0	11.12	0	\N	1	2026-08-12 08:16:00	2026-08-12 10:51:00
51	8	22	220	\N	completed	28.4	95.0	56.7	2026-08-12 18:49:00	2026-08-12 23:12:00	263	28.31	peak	28.31	0.0	28.31	0	\N	2	2026-08-12 18:43:00	2026-08-12 23:14:00
52	1	14	137	\N	completed	32.9	95.0	84.6	2026-08-12 16:11:00	2026-08-12 16:52:00	41	51.72	flat	36.2	0.0	36.2	0	\N	5	2026-08-12 16:05:00	2026-08-12 16:54:00
53	12	1	4	\N	completed	29.7	95.0	71.6	2026-08-12 20:55:00	2026-08-12 21:46:00	51	41.9	peak	41.9	0.0	41.9	0	\N	4	2026-08-12 20:49:00	2026-08-12 21:48:00
54	1	5	47	\N	completed	23.6	95.0	49.1	2026-08-12 06:13:00	2026-08-12 10:28:00	255	25.48	valley	10.19	0.0	10.19	0	\N	2	2026-08-12 06:07:00	2026-08-12 10:30:00
55	10	18	167	\N	completed	36.5	95.0	100.0	2026-08-12 07:36:00	2026-08-12 09:05:00	89	118.74	valley	47.5	0.0	47.5	0	\N	11	2026-08-12 07:30:00	2026-08-12 09:07:00
56	2	5	42	\N	completed	24.6	95.0	100.0	2026-08-12 07:28:00	2026-08-12 08:25:00	57	102.52	valley	41.01	0.0	41.01	0	\N	10	2026-08-12 07:22:00	2026-08-12 08:27:00
57	9	12	111	\N	completed	13.3	95.0	38.2	2026-08-12 12:07:00	2026-08-12 16:18:00	251	24.94	flat	17.46	0.0	17.46	0	\N	2	2026-08-12 12:01:00	2026-08-12 16:20:00
58	16	28	270	\N	completed	21.9	95.0	100.0	2026-08-12 17:19:00	2026-08-12 18:41:00	82	99.24	peak	99.24	0.0	99.24	0	\N	9	2026-08-12 17:13:00	2026-08-12 18:43:00
59	1	12	105	\N	completed	32.9	95.0	100.0	2026-08-12 16:13:00	2026-08-12 17:12:00	59	80.99	flat	56.69	0.0	56.69	0	\N	8	2026-08-12 16:07:00	2026-08-12 17:14:00
60	1	26	255	\N	completed	26.0	95.0	48.0	2026-08-13 09:11:00	2026-08-13 13:01:00	230	21.99	flat	15.39	0.0	15.39	0	\N	2	2026-08-13 09:05:00	2026-08-13 13:03:00
61	12	4	37	\N	completed	23.1	95.0	100.0	2026-08-13 08:55:00	2026-08-13 10:00:00	65	118.47	flat	82.93	0.0	82.93	0	\N	11	2026-08-13 08:49:00	2026-08-13 10:02:00
62	3	17	161	\N	completed	31.3	95.0	100.0	2026-08-13 13:27:00	2026-08-13 14:43:00	76	101.01	flat	70.71	0.0	70.71	0	\N	10	2026-08-13 13:21:00	2026-08-13 14:45:00
63	4	22	208	\N	completed	38.4	95.0	72.3	2026-08-13 11:20:00	2026-08-13 12:01:00	41	33.86	flat	23.7	0.0	23.7	0	\N	3	2026-08-13 11:14:00	2026-08-13 12:03:00
64	12	5	46	\N	completed	23.1	95.0	100.0	2026-08-13 13:54:00	2026-08-13 15:01:00	67	109.33	flat	76.53	0.0	76.53	0	\N	10	2026-08-13 13:48:00	2026-08-13 15:03:00
65	3	22	203	\N	completed	20.0	95.0	95.3	2026-08-13 11:47:00	2026-08-13 12:46:00	59	75.31	flat	52.72	0.0	52.72	0	\N	7	2026-08-13 11:41:00	2026-08-13 12:48:00
66	17	7	59	\N	completed	33.3	95.0	100.0	2026-08-13 07:32:00	2026-08-13 08:45:00	73	121.05	valley	48.42	0.0	48.42	0	\N	12	2026-08-13 07:26:00	2026-08-13 08:47:00
67	5	13	121	\N	completed	15.2	95.0	92.3	2026-08-13 09:09:00	2026-08-13 09:55:00	46	77.13	flat	53.99	0.0	53.99	0	\N	7	2026-08-13 09:03:00	2026-08-13 09:57:00
68	3	10	91	\N	completed	32.6	95.0	100.0	2026-08-13 07:40:00	2026-08-13 09:09:00	89	155.59	valley	62.24	0.0	62.24	0	\N	15	2026-08-13 07:34:00	2026-08-13 09:11:00
69	15	17	166	\N	completed	12.0	95.0	38.9	2026-08-13 18:20:00	2026-08-13 23:00:00	280	26.87	peak	26.87	0.0	26.87	0	\N	2	2026-08-13 18:14:00	2026-08-13 23:02:00
70	10	14	141	\N	completed	12.2	95.0	39.2	2026-08-13 12:03:00	2026-08-13 16:34:00	271	26.96	flat	18.87	0.0	18.87	0	\N	2	2026-08-13 11:57:00	2026-08-13 16:36:00
71	2	3	30	\N	completed	29.3	95.0	50.4	2026-08-13 13:53:00	2026-08-13 17:27:00	214	21.05	flat	14.73	0.0	14.73	0	\N	2	2026-08-13 13:47:00	2026-08-13 17:29:00
72	3	27	260	\N	completed	38.6	95.0	100.0	2026-08-13 22:29:00	2026-08-13 23:33:00	64	85.16	flat	59.61	0.0	59.61	0	\N	8	2026-08-13 22:23:00	2026-08-13 23:35:00
73	2	24	231	\N	completed	28.2	95.0	100.0	2026-08-13 17:41:00	2026-08-13 18:57:00	76	94.42	peak	94.42	0.0	94.42	0	\N	9	2026-08-13 17:35:00	2026-08-13 18:59:00
74	2	24	231	\N	completed	20.3	95.0	84.8	2026-08-13 14:51:00	2026-08-13 15:37:00	46	64.51	flat	45.16	0.0	45.16	0	\N	6	2026-08-13 14:45:00	2026-08-13 15:39:00
75	17	10	89	\N	completed	39.7	95.0	100.0	2026-08-13 17:15:00	2026-08-13 17:57:00	42	76.12	peak	76.12	0.0	76.12	0	\N	7	2026-08-13 17:09:00	2026-08-13 17:59:00
76	6	21	187	\N	completed	22.3	95.0	75.4	2026-08-13 14:58:00	2026-08-13 16:01:00	63	53.07	flat	37.15	0.0	37.15	0	\N	5	2026-08-13 14:52:00	2026-08-13 16:03:00
77	2	18	172	\N	completed	30.4	95.0	43.3	2026-08-13 09:21:00	2026-08-13 11:37:00	136	12.92	flat	9.04	0.0	9.04	0	\N	1	2026-08-13 09:15:00	2026-08-13 11:39:00
78	5	18	171	\N	completed	37.5	95.0	100.0	2026-08-14 08:37:00	2026-08-14 09:22:00	45	80.96	flat	56.67	0.0	56.67	0	\N	8	2026-08-14 08:31:00	2026-08-14 09:24:00
79	13	7	67	\N	completed	19.3	95.0	49.2	2026-08-14 09:45:00	2026-08-14 14:17:00	272	29.85	flat	20.89	0.0	20.89	0	\N	2	2026-08-14 09:39:00	2026-08-14 14:19:00
80	11	7	66	\N	completed	32.2	95.0	63.6	2026-08-14 10:44:00	2026-08-14 15:35:00	291	31.38	flat	21.97	0.0	21.97	0	\N	3	2026-08-14 10:38:00	2026-08-14 15:37:00
81	17	5	48	\N	completed	20.9	95.0	49.6	2026-08-14 17:42:00	2026-08-14 22:27:00	285	28.71	peak	28.71	0.0	28.71	0	\N	2	2026-08-14 17:36:00	2026-08-14 22:29:00
82	6	12	110	\N	completed	16.8	95.0	37.9	2026-08-14 10:49:00	2026-08-14 14:16:00	207	21.08	flat	14.76	0.0	14.76	0	\N	2	2026-08-14 10:43:00	2026-08-14 14:18:00
83	3	16	152	\N	completed	26.2	95.0	100.0	2026-08-14 07:06:00	2026-08-14 08:36:00	90	118.28	valley	47.31	0.0	47.31	0	\N	11	2026-08-14 07:00:00	2026-08-14 08:38:00
84	17	2	20	\N	completed	28.5	95.0	59.9	2026-08-14 17:21:00	2026-08-14 22:10:00	289	31.41	peak	31.41	0.0	31.41	0	\N	3	2026-08-14 17:15:00	2026-08-14 22:12:00
85	5	9	84	\N	completed	28.7	95.0	100.0	2026-08-14 16:53:00	2026-08-14 17:44:00	51	92.2	flat	64.54	0.0	64.54	0	\N	9	2026-08-14 16:47:00	2026-08-14 17:46:00
86	15	3	23	\N	completed	17.1	95.0	100.0	2026-08-14 20:23:00	2026-08-14 21:29:00	66	118.99	peak	118.99	0.0	118.99	0	\N	11	2026-08-14 20:17:00	2026-08-14 21:31:00
87	10	24	230	\N	completed	39.0	95.0	100.0	2026-08-14 12:34:00	2026-08-14 13:28:00	54	90.27	flat	63.19	0.0	63.19	0	\N	9	2026-08-14 12:28:00	2026-08-14 13:30:00
88	7	21	189	\N	completed	23.9	95.0	100.0	2026-08-14 18:36:00	2026-08-14 19:59:00	83	157.31	peak	157.31	0.0	157.31	0	\N	15	2026-08-14 18:30:00	2026-08-14 20:01:00
89	13	27	258	\N	completed	34.5	95.0	100.0	2026-08-14 08:26:00	2026-08-14 09:39:00	73	137.96	flat	96.57	0.0	96.57	0	\N	13	2026-08-14 08:20:00	2026-08-14 09:41:00
90	5	13	129	\N	completed	21.1	95.0	34.6	2026-08-14 18:41:00	2026-08-14 20:54:00	133	13.53	peak	13.53	0.0	13.53	0	\N	1	2026-08-14 18:35:00	2026-08-14 20:56:00
91	17	7	64	\N	completed	18.2	95.0	97.8	2026-08-14 20:05:00	2026-08-14 21:03:00	58	79.56	peak	79.56	0.0	79.56	0	\N	7	2026-08-14 19:59:00	2026-08-14 21:05:00
92	5	23	224	\N	completed	23.5	95.0	61.0	2026-08-14 20:58:00	2026-08-14 21:43:00	45	37.5	peak	37.5	0.0	37.5	0	\N	3	2026-08-14 20:52:00	2026-08-14 21:45:00
93	1	22	213	\N	completed	17.1	95.0	30.7	2026-08-14 09:25:00	2026-08-14 11:38:00	133	13.58	flat	9.51	0.0	9.51	0	\N	1	2026-08-14 09:19:00	2026-08-14 11:40:00
94	12	12	115	\N	completed	35.2	95.0	49.1	2026-08-14 23:20:00	2026-08-15 01:27:00	127	13.92	flat	9.74	0.0	9.74	0	\N	1	2026-08-14 23:14:00	2026-08-15 01:29:00
95	5	7	71	\N	completed	24.2	95.0	38.3	2026-08-14 16:18:00	2026-08-14 18:27:00	129	14.11	flat	9.88	0.0	9.88	0	\N	1	2026-08-14 16:12:00	2026-08-14 18:29:00
96	16	24	230	\N	completed	10.6	95.0	100.0	2026-08-15 18:00:00	2026-08-15 19:19:00	79	147.87	peak	147.87	0.0	147.87	0	\N	14	2026-08-15 17:54:00	2026-08-15 19:21:00
97	5	30	281	\N	completed	13.3	95.0	100.0	2026-08-15 08:38:00	2026-08-15 10:04:00	86	151.22	flat	105.85	0.0	105.85	0	\N	15	2026-08-15 08:32:00	2026-08-15 10:06:00
98	10	7	63	\N	completed	33.8	95.0	89.5	2026-08-15 09:15:00	2026-08-15 09:58:00	43	55.66	flat	38.96	0.0	38.96	0	\N	5	2026-08-15 09:09:00	2026-08-15 10:00:00
99	4	26	256	\N	completed	25.5	95.0	51.0	2026-08-15 13:34:00	2026-08-15 18:06:00	272	25.46	flat	17.82	0.0	17.82	0	\N	2	2026-08-15 13:28:00	2026-08-15 18:08:00
100	5	15	150	\N	completed	17.2	95.0	41.0	2026-08-15 08:00:00	2026-08-15 11:49:00	229	23.84	flat	16.69	0.0	16.69	0	\N	2	2026-08-15 07:54:00	2026-08-15 11:51:00
101	3	28	269	\N	completed	26.3	95.0	100.0	2026-08-15 11:04:00	2026-08-15 12:07:00	63	118.82	flat	83.17	0.0	83.17	0	\N	11	2026-08-15 10:58:00	2026-08-15 12:09:00
102	17	30	284	\N	completed	11.3	95.0	68.6	2026-08-15 18:24:00	2026-08-15 19:05:00	41	57.26	peak	57.26	0.0	57.26	0	\N	5	2026-08-15 18:18:00	2026-08-15 19:07:00
103	12	13	130	\N	completed	20.3	95.0	33.6	2026-08-15 10:22:00	2026-08-15 12:26:00	124	13.28	flat	9.3	0.0	9.3	0	\N	1	2026-08-15 10:16:00	2026-08-15 12:28:00
104	4	18	171	\N	completed	20.2	95.0	100.0	2026-08-15 17:02:00	2026-08-15 17:50:00	48	81.87	peak	81.87	0.0	81.87	0	\N	8	2026-08-15 16:56:00	2026-08-15 17:52:00
105	15	25	246	\N	completed	11.9	95.0	100.0	2026-08-15 16:11:00	2026-08-15 17:31:00	80	147.48	flat	103.24	0.0	103.24	0	\N	14	2026-08-15 16:05:00	2026-08-15 17:33:00
106	15	2	19	\N	completed	16.0	95.0	34.4	2026-08-15 18:12:00	2026-08-15 21:27:00	195	18.35	peak	18.35	0.0	18.35	0	\N	1	2026-08-15 18:06:00	2026-08-15 21:29:00
107	10	27	264	\N	completed	17.6	95.0	40.3	2026-08-16 09:52:00	2026-08-16 13:33:00	221	22.73	flat	15.91	0.0	15.91	0	\N	2	2026-08-16 09:46:00	2026-08-16 13:35:00
108	7	15	147	\N	completed	36.0	95.0	100.0	2026-08-16 18:55:00	2026-08-16 19:57:00	62	113.72	peak	113.72	0.0	113.72	0	\N	11	2026-08-16 18:49:00	2026-08-16 19:59:00
109	4	21	189	\N	completed	23.2	95.0	100.0	2026-08-16 09:56:00	2026-08-16 11:03:00	67	115.24	flat	80.67	0.0	80.67	0	\N	11	2026-08-16 09:50:00	2026-08-16 11:05:00
110	11	10	96	\N	completed	37.7	95.0	62.9	2026-08-16 21:44:00	2026-08-17 01:51:00	247	25.2	flat	17.64	0.0	17.64	0	\N	2	2026-08-16 21:38:00	2026-08-17 01:53:00
111	3	22	218	\N	completed	34.7	95.0	49.2	2026-08-16 14:27:00	2026-08-16 16:47:00	140	14.54	flat	10.18	0.0	10.18	0	\N	1	2026-08-16 14:21:00	2026-08-16 16:49:00
112	11	6	53	\N	completed	19.2	95.0	59.7	2026-08-16 15:20:00	2026-08-16 16:05:00	45	40.46	flat	28.32	0.0	28.32	0	\N	4	2026-08-16 15:14:00	2026-08-16 16:07:00
113	14	9	86	\N	completed	11.3	95.0	40.8	2026-08-16 16:28:00	2026-08-16 21:24:00	296	29.45	flat	20.61	0.0	20.61	0	\N	2	2026-08-16 16:22:00	2026-08-16 21:26:00
114	12	23	223	\N	completed	38.4	95.0	100.0	2026-08-16 19:40:00	2026-08-16 20:37:00	57	80.97	peak	80.97	0.0	80.97	0	\N	8	2026-08-16 19:34:00	2026-08-16 20:39:00
115	13	21	187	\N	completed	14.8	95.0	80.5	2026-08-16 06:51:00	2026-08-16 08:03:00	72	65.7	valley	26.28	0.0	26.28	0	\N	6	2026-08-16 06:45:00	2026-08-16 08:05:00
116	15	2	18	\N	completed	29.4	95.0	100.0	2026-08-16 03:04:00	2026-08-16 03:52:00	48	80.2	valley	32.08	0.0	32.08	0	\N	8	2026-08-16 02:58:00	2026-08-16 03:54:00
117	2	9	79	\N	completed	21.2	95.0	100.0	2026-08-17 10:28:00	2026-08-17 11:51:00	83	156.43	flat	109.5	0.0	109.5	0	\N	15	2026-08-17 10:22:00	2026-08-17 11:53:00
118	5	28	272	\N	completed	18.4	95.0	39.5	2026-08-17 18:25:00	2026-08-17 21:58:00	213	21.05	peak	21.05	0.0	21.05	0	\N	2	2026-08-17 18:19:00	2026-08-17 22:00:00
119	1	10	96	\N	completed	26.9	95.0	51.6	2026-08-17 21:33:00	2026-08-18 01:40:00	247	24.73	flat	17.31	0.0	17.31	0	\N	2	2026-08-17 21:27:00	2026-08-18 01:42:00
120	9	24	229	\N	completed	37.5	95.0	82.2	2026-08-17 08:39:00	2026-08-17 09:32:00	53	44.67	flat	31.27	0.0	31.27	0	\N	4	2026-08-17 08:33:00	2026-08-17 09:34:00
121	4	7	70	\N	completed	31.4	95.0	44.7	2026-08-17 14:28:00	2026-08-17 16:46:00	138	13.3	flat	9.31	0.0	9.31	0	\N	1	2026-08-17 14:22:00	2026-08-17 16:48:00
122	11	19	178	\N	completed	18.7	95.0	100.0	2026-08-17 23:04:00	2026-08-18 00:29:00	85	112.52	flat	78.76	0.0	78.76	0	\N	11	2026-08-17 22:58:00	2026-08-18 00:31:00
123	6	10	90	\N	completed	13.6	95.0	92.5	2026-08-17 09:23:00	2026-08-17 10:53:00	90	78.87	flat	55.21	0.0	55.21	0	\N	7	2026-08-17 09:17:00	2026-08-17 10:55:00
124	5	13	122	\N	completed	26.6	95.0	100.0	2026-08-17 08:31:00	2026-08-17 10:01:00	90	108.53	flat	75.97	0.0	75.97	0	\N	10	2026-08-17 08:25:00	2026-08-17 10:03:00
125	5	5	45	\N	completed	31.5	95.0	69.3	2026-08-17 10:19:00	2026-08-17 11:03:00	44	37.83	flat	26.48	0.0	26.48	0	\N	3	2026-08-17 10:13:00	2026-08-17 11:05:00
126	14	22	210	\N	completed	19.5	95.0	45.0	2026-08-17 13:04:00	2026-08-17 17:31:00	267	25.51	flat	17.86	0.0	17.86	0	\N	2	2026-08-17 12:58:00	2026-08-17 17:33:00
127	15	28	265	\N	completed	33.4	95.0	100.0	2026-08-17 06:08:00	2026-08-17 07:10:00	62	115.53	valley	46.21	0.0	46.21	0	\N	11	2026-08-17 06:02:00	2026-08-17 07:12:00
128	6	7	67	\N	completed	11.7	95.0	36.8	2026-08-17 16:32:00	2026-08-17 20:22:00	230	25.13	flat	17.59	0.0	17.59	0	\N	2	2026-08-17 16:26:00	2026-08-17 20:24:00
129	5	16	156	\N	completed	31.3	95.0	47.3	2026-08-17 07:10:00	2026-08-17 09:52:00	162	16.03	valley	6.41	0.0	6.41	0	\N	1	2026-08-17 07:04:00	2026-08-17 09:54:00
130	17	15	146	\N	completed	38.7	95.0	76.0	2026-08-17 09:16:00	2026-08-17 10:01:00	45	37.33	flat	26.13	0.0	26.13	0	\N	3	2026-08-17 09:10:00	2026-08-17 10:03:00
131	10	28	274	\N	completed	27.8	95.0	42.8	2026-08-17 08:32:00	2026-08-17 10:55:00	143	14.95	flat	10.46	0.0	10.46	0	\N	1	2026-08-17 08:26:00	2026-08-17 10:57:00
132	6	18	173	\N	completed	10.9	95.0	39.4	2026-08-17 16:02:00	2026-08-17 20:26:00	264	28.45	flat	19.91	0.0	19.91	0	\N	2	2026-08-17 15:56:00	2026-08-17 20:28:00
