49	E-009	5	slow	7.0	charging	0.0	0.0	26.6		normal	92	1	120	2025-12-18 21:24:00
50	E-010	5	slow	7.0	offline	0.0	0.0	27.7		abnormal	75	2	381	2025-11-29 21:24:00
51	F-001	6	fast	90.0	charging	0.0	0.0	24.5		normal	94	2	169	2025-11-05 21:24:00
52	F-002	6	fast	60.0	idle	0.0	0.0	26.4		normal	100	4	279	2025-11-11 21:24:00
53	F-003	6	fast	60.0	idle	0.0	0.0	24.4		normal	92	3	134	2025-03-15 21:24:00
54	F-004	6	fast	60.0	idle	0.0	0.0	24.6		normal	93	3	161	2025-06-02 21:24:00
55	F-005	6	fast	90.0	reserved	0.0	0.0	23.5		normal	89	4	207	2026-01-20 21:24:00
56	F-006	6	slow	7.0	idle	0.0	0.0	22.1		normal	93	2	428	2025-05-14 21:24:00
57	F-007	6	slow	7.0	idle	0.0	0.0	25.5		normal	91	1	266	2026-02-18 21:24:00
58	F-008	6	slow	7.0	charging	0.0	0.0	22.4		normal	95	2	309	2026-01-18 21:24:00
59	G-001	7	fast	120.0	idle	0.0	0.0	22.4		normal	93	3	212	2025-10-23 21:24:00
60	G-002	7	fast	90.0	idle	0.0	0.0	24.9		normal	98	4	244	2025-05-21 21:24:00
61	G-003	7	fast	120.0	idle	0.0	0.0	27.6		normal	99	4	296	2025-05-05 21:24:00
62	G-004	7	fast	60.0	reserved	0.0	0.0	23.5		normal	95	2	104	2025-06-24 21:24:00
63	G-005	7	fast	90.0	idle	0.0	0.0	22.6		normal	91	4	191	2025-03-21 21:24:00
64	G-006	7	fast	90.0	idle	0.0	0.0	24.5		normal	93	1	58	2025-06-27 21:24:00
65	G-007	7	slow	7.0	charging	0.0	0.0	26.0		normal	76	1	227	2025-03-28 21:24:00
66	G-008	7	slow	7.0	idle	0.0	0.0	22.4		normal	89	3	600	2025-02-14 21:24:00
67	G-009	7	slow	7.0	idle	0.0	0.0	26.8		normal	93	2	502	2025-12-28 21:24:00
68	G-010	7	slow	7.0	idle	0.0	0.0	23.1		normal	91	0	0	2025-05-23 21:24:00
69	G-011	7	slow	7.0	idle	0.0	0.0	22.8		normal	95	3	662	2025-11-20 21:24:00
70	G-012	7	slow	7.0	idle	0.0	0.0	24.8		normal	92	2	392	2026-01-14 21:24:00
71	G-013	7	slow	7.0	idle	0.0	0.0	26.8		normal	95	5	876	2025-05-16 21:24:00
72	G-014	7	slow	7.0	charging	0.0	0.0	25.9		normal	76	2	399	2025-05-21 21:24:00
73	H-001	8	fast	120.0	idle	0.0	0.0	27.6		normal	89	0	0	2025-10-23 21:24:00
74	H-002	8	fast	120.0	idle	0.0	0.0	24.9		normal	94	2	131	2025-11-04 21:24:00
75	H-003	8	fast	90.0	reserved	0.0	0.0	23.0		normal	88	3	157	2026-02-20 21:24:00
76	H-004	8	fast	90.0	idle	0.0	0.0	27.6		normal	92	3	243	2025-07-04 21:24:00
77	H-005	8	slow	7.0	idle	0.0	0.0	24.5		normal	92	1	275	2025-02-12 21:24:00
78	H-006	8	slow	7.0	charging	0.0	0.0	26.0		normal	92	3	679	2025-06-17 21:24:00
79	I-001	9	fast	120.0	idle	0.0	0.0	23.8		normal	91	3	177	2026-01-23 21:24:00
80	I-002	9	fast	60.0	reserved	0.0	0.0	25.3		normal	99	1	66	2025-02-04 21:24:00
81	I-003	9	fast	90.0	idle	0.0	0.0	22.3		normal	88	1	68	2025-06-22 21:24:00
82	I-004	9	fast	60.0	idle	0.0	0.0	22.9		normal	96	2	112	2025-06-06 21:24:00
83	I-005	9	fast	120.0	charging	0.0	0.0	25.6		normal	77	0	0	2025-03-13 21:24:00
84	I-006	9	fast	120.0	idle	0.0	0.0	22.7		normal	94	2	119	2025-05-06 21:24:00
85	I-007	9	slow	7.0	idle	0.0	0.0	25.5		normal	91	3	710	2026-02-01 21:24:00
86	I-008	9	slow	7.0	idle	0.0	0.0	22.5		normal	97	1	296	2025-03-22 21:24:00
87	I-009	9	slow	7.0	idle	0.0	0.0	25.4		normal	97	2	388	2025-09-13 21:24:00
88	I-010	9	slow	7.0	offline	0.0	0.0	26.0		abnormal	66	1	204	2025-09-14 21:24:00
89	J-001	10	fast	120.0	reserved	0.0	0.0	24.4		normal	92	2	92	2025-03-15 21:24:00
90	J-002	10	fast	60.0	idle	0.0	0.0	24.7		normal	92	2	156	2025-02-02 21:24:00
91	J-003	10	fast	120.0	idle	0.0	0.0	24.7		normal	88	2	144	2025-05-09 21:24:00
92	J-004	10	fast	120.0	charging	0.0	0.0	23.3		normal	92	1	60	2025-10-09 21:24:00
93	J-005	10	fast	120.0	idle	0.0	0.0	27.3		normal	93	2	161	2025-10-19 21:24:00
94	J-006	10	slow	7.0	idle	0.0	0.0	23.7		normal	93	2	553	2025-07-12 21:24:00
95	J-007	10	slow	7.0	idle	0.0	0.0	26.2		normal	96	1	258	2025-04-14 21:24:00
96	J-008	10	slow	7.0	idle	0.0	0.0	25.9		normal	100	2	494	2026-02-17 21:24:00
97	K-001	11	fast	60.0	idle	0.0	0.0	23.8		normal	96	2	117	2025-03-19 21:24:00
98	K-002	11	fast	120.0	idle	0.0	0.0	23.6		normal	90	0	0	2025-12-29 21:24:00
99	K-003	11	fast	60.0	charging	0.0	0.0	23.6		normal	79	1	47	2025-04-18 21:24:00
100	K-004	11	fast	120.0	idle	0.0	0.0	24.1		normal	99	1	60	2025-03-07 21:24:00
101	K-005	11	slow	7.0	idle	0.0	0.0	27.1		normal	98	0	0	2025-06-08 21:24:00
102	K-006	11	slow	7.0	offline	0.0	0.0	27.4		abnormal	68	1	235	2026-01-26 21:24:00
103	L-001	12	fast	120.0	idle	0.0	0.0	24.5		normal	98	2	99	2025-10-03 21:24:00
104	L-002	12	fast	120.0	charging	0.0	0.0	26.6		normal	85	3	212	2025-04-01 21:24:00
105	L-003	12	fast	90.0	idle	0.0	0.0	26.4		normal	90	2	124	2025-05-15 21:24:00
106	L-004	12	fast	60.0	idle	0.0	0.0	25.4		normal	94	1	74	2025-12-26 21:24:00
107	L-005	12	fast	120.0	idle	0.0	0.0	27.4		normal	99	1	84	2025-05-18 21:24:00
108	L-006	12	fast	120.0	idle	0.0	0.0	25.5		normal	93	3	221	2025-12-08 21:24:00
109	L-007	12	slow	7.0	idle	0.0	0.0	22.8		normal	94	2	297	2025-09-17 21:24:00
110	L-008	12	slow	7.0	idle	0.0	0.0	27.4		normal	93	1	207	2026-02-01 21:24:00
111	L-009	12	slow	7.0	charging	0.0	0.0	26.1		normal	81	3	722	2025-03-17 21:24:00
112	L-010	12	slow	7.0	reserved	0.0	0.0	24.1		normal	89	0	0	2025-05-11 21:24:00
113	L-011	12	slow	7.0	idle	0.0	0.0	27.8		normal	94	1	267	2025-02-03 21:24:00
114	L-012	12	slow	7.0	idle	0.0	0.0	27.6		normal	90	1	285	2025-10-23 21:24:00
115	L-013	12	slow	7.0	idle	0.0	0.0	27.9		normal	90	5	1002	2025-11-23 21:24:00
116	L-014	12	slow	7.0	idle	0.0	0.0	22.1		normal	94	3	869	2025-02-09 21:24:00
117	L-015	12	slow	7.0	idle	0.0	0.0	26.7		normal	93	1	250	2025-07-26 21:24:00
118	L-016	12	slow	7.0	charging	0.0	0.0	23.6		normal	82	1	216	2025-02-27 21:24:00
119	M-001	13	fast	120.0	charging	0.0	0.0	27.2		normal	76	2	134	2025-10-31 21:24:00
120	M-002	13	fast	120.0	idle	0.0	0.0	24.1		normal	95	1	42	2025-10-28 21:24:00
121	M-003	13	fast	120.0	idle	0.0	0.0	26.0		normal	88	3	190	2025-08-01 21:24:00
122	M-004	13	fast	90.0	idle	0.0	0.0	27.2		normal	92	4	245	2025-01-22 21:24:00
123	M-005	13	fast	90.0	idle	0.0	0.0	25.8		normal	93	0	0	2025-08-01 21:24:00
124	M-006	13	fast	60.0	idle	0.0	0.0	24.0		normal	96	2	123	2026-02-07 21:24:00
125	M-007	13	slow	7.0	idle	0.0	0.0	27.3		normal	89	1	238	2025-10-11 21:24:00
126	M-008	13	slow	7.0	charging	0.0	0.0	27.8		normal	93	0	0	2025-10-09 21:24:00
127	M-009	13	slow	7.0	reserved	0.0	0.0	22.7		normal	88	2	328	2025-07-14 21:24:00
128	M-010	13	slow	7.0	idle	0.0	0.0	26.4		normal	93	0	0	2025-09-14 21:24:00
129	M-011	13	slow	7.0	idle	0.0	0.0	25.6		normal	94	3	688	2025-06-05 21:24:00
130	M-012	13	slow	7.0	idle	0.0	0.0	24.3		normal	89	1	124	2025-05-02 21:24:00
131	M-013	13	slow	7.0	idle	0.0	0.0	23.5		normal	91	0	0	2025-02-24 21:24:00
132	M-014	13	slow	7.0	offline	0.0	0.0	25.1		abnormal	60	3	668	2025-05-22 21:24:00
133	N-001	14	fast	60.0	idle	0.0	0.0	27.6		normal	99	0	0	2025-02-09 21:24:00
134	N-002	14	fast	60.0	idle	0.0	0.0	24.2		normal	91	0	0	2026-01-17 21:24:00
135	N-003	14	fast	60.0	idle	0.0	0.0	25.7		normal	93	3	226	2025-03-19 21:24:00
136	N-004	14	fast	120.0	idle	0.0	0.0	27.4		normal	99	0	0	2025-06-07 21:24:00
137	N-005	14	fast	90.0	idle	0.0	0.0	24.5		normal	98	4	291	2025-07-30 21:24:00
138	N-006	14	fast	60.0	idle	0.0	0.0	25.3		normal	92	1	60	2025-11-15 21:24:00
139	N-007	14	slow	7.0	charging	0.0	0.0	26.1		normal	87	1	131	2025-11-24 21:24:00
140	N-008	14	slow	7.0	reserved	0.0	0.0	25.4		normal	97	0	0	2025-07-29 21:24:00
141	N-009	14	slow	7.0	idle	0.0	0.0	27.0		normal	96	5	1012	2025-09-19 21:24:00
142	N-010	14	slow	7.0	idle	0.0	0.0	23.3		normal	92	2	380	2025-05-01 21:24:00
143	O-001	15	fast	60.0	idle	0.0	0.0	23.9		normal	98	0	0	2025-07-10 21:24:00
144	O-002	15	fast	90.0	idle	0.0	0.0	23.3		normal	98	2	93	2025-06-24 21:24:00
145	O-003	15	fast	60.0	idle	0.0	0.0	26.0		normal	90	1	59	2025-09-29 21:24:00
146	O-004	15	fast	60.0	idle	0.0	0.0	25.8		normal	98	1	45	2025-09-03 21:24:00
147	O-005	15	fast	120.0	idle	0.0	0.0	23.4		normal	100	2	136	2025-09-16 21:24:00
148	O-006	15	slow	7.0	charging	0.0	0.0	22.9		normal	81	4	1017	2026-01-29 21:24:00
149	O-007	15	slow	7.0	reserved	0.0	0.0	27.9		normal	91	0	0	2025-04-15 21:24:00
150	O-008	15	slow	7.0	offline	0.0	0.0	24.7		abnormal	62	1	229	2025-04-05 21:24:00
151	P-001	16	fast	60.0	idle	0.0	0.0	26.3		normal	91	2	136	2025-08-09 21:24:00
152	P-002	16	fast	90.0	idle	0.0	0.0	23.5		normal	94	7	491	2025-03-23 21:24:00
153	P-003	16	fast	60.0	idle	0.0	0.0	27.4		normal	88	4	245	2025-01-23 21:24:00
154	P-004	16	fast	120.0	idle	0.0	0.0	24.6		normal	100	5	310	2025-11-23 21:24:00
155	P-005	16	slow	7.0	charging	0.0	0.0	24.8		normal	91	3	773	2025-05-12 21:24:00
156	P-006	16	slow	7.0	reserved	0.0	0.0	27.5		normal	91	2	361	2025-12-21 21:24:00
157	Q-001	17	fast	90.0	idle	0.0	0.0	26.8		normal	90	0	0	2025-03-17 21:24:00
158	Q-002	17	fast	60.0	idle	0.0	0.0	25.6		normal	96	2	155	2025-01-31 21:24:00
159	Q-003	17	fast	90.0	idle	0.0	0.0	26.9		normal	97	1	84	2025-06-08 21:24:00
160	Q-004	17	fast	90.0	charging	0.0	0.0	27.4		normal	89	1	48	2025-02-06 21:24:00
161	Q-005	17	fast	90.0	reserved	0.0	0.0	23.6		normal	95	3	179	2025-10-18 21:24:00
162	Q-006	17	fast	60.0	idle	0.0	0.0	26.6		normal	92	0	0	2025-05-31 21:24:00
163	Q-007	17	slow	7.0	idle	0.0	0.0	25.8		normal	95	1	164	2025-10-04 21:24:00
164	Q-008	17	slow	7.0	idle	0.0	0.0	22.5		normal	95	5	1155	2025-09-28 21:24:00
165	Q-009	17	slow	7.0	idle	0.0	0.0	23.6		normal	91	2	402	2025-09-11 21:24:00
166	Q-010	17	slow	7.0	offline	0.0	0.0	22.8		abnormal	62	2	434	2025-10-26 21:24:00
167	R-001	18	fast	90.0	idle	0.0	0.0	22.9		normal	99	2	153	2025-11-04 21:24:00
168	R-002	18	fast	120.0	idle	0.0	0.0	24.4		normal	94	2	86	2025-05-20 21:24:00
169	R-003	18	fast	90.0	charging	0.0	0.0	23.2		normal	76	3	210	2025-07-21 21:24:00
170	R-004	18	fast	90.0	reserved	0.0	0.0	25.5		normal	100	5	359	2025-03-02 21:24:00
171	R-005	18	fast	120.0	idle	0.0	0.0	25.5		normal	100	3	163	2025-06-22 21:24:00
172	R-006	18	slow	7.0	idle	0.0	0.0	27.7		normal	88	2	423	2025-09-22 21:24:00
173	R-007	18	slow	7.0	idle	0.0	0.0	24.3		normal	100	1	264	2025-07-22 21:24:00
174	R-008	18	slow	7.0	idle	0.0	0.0	26.5		normal	96	2	524	2025-05-18 21:24:00
175	S-001	19	fast	60.0	idle	0.0	0.0	24.9		normal	91	1	85	2025-10-05 21:24:00
176	S-002	19	fast	90.0	charging	0.0	0.0	24.3		normal	75	3	240	2025-03-16 21:24:00
177	S-003	19	fast	60.0	reserved	0.0	0.0	24.4		normal	100	2	121	2025-11-29 21:24:00
178	S-004	19	fast	90.0	idle	0.0	0.0	27.9		normal	90	1	85	2025-05-24 21:24:00
179	S-005	19	slow	7.0	idle	0.0	0.0	27.4		normal	88	1	150	2025-04-24 21:24:00
180	S-006	19	slow	7.0	offline	0.0	0.0	22.5		abnormal	60	1	270	2025-07-17 21:24:00
181	T-001	20	fast	120.0	charging	0.0	0.0	22.3		normal	80	2	119	2025-08-11 21:24:00
182	T-002	20	fast	90.0	reserved	0.0	0.0	24.7		normal	91	0	0	2025-09-02 21:24:00
183	T-003	20	fast	90.0	idle	0.0	0.0	26.5		normal	92	0	0	2025-07-21 21:24:00
184	T-004	20	fast	90.0	idle	0.0	0.0	24.8		normal	89	3	219	2025-02-03 21:24:00
185	T-005	20	slow	7.0	idle	0.0	0.0	22.3		normal	96	2	385	2025-08-26 21:24:00
186	T-006	20	slow	7.0	idle	0.0	0.0	25.9		normal	91	0	0	2025-01-18 21:24:00
187	U-001	21	fast	60.0	reserved	0.0	0.0	26.5		normal	88	4	259	2025-10-18 21:24:00
188	U-002	21	fast	120.0	idle	0.0	0.0	25.7		normal	88	1	65	2025-10-22 21:24:00
189	U-003	21	fast	120.0	idle	0.0	0.0	26.0		normal	95	6	427	2025-05-09 21:24:00
190	U-004	21	fast	120.0	idle	0.0	0.0	26.2		normal	95	0	0	2025-01-25 21:24:00
191	U-005	21	fast	90.0	idle	0.0	0.0	25.6		normal	90	4	262	2025-02-04 21:24:00
192	U-006	21	fast	60.0	idle	0.0	0.0	26.7		normal	89	4	231	2025-11-30 21:24:00
193	U-007	21	slow	7.0	charging	0.0	0.0	25.5		normal	78	0	0	2025-09-15 21:24:00
194	U-008	21	slow	7.0	idle	0.0	0.0	26.1		normal	97	2	347	2025-08-13 21:24:00
195	U-009	21	slow	7.0	idle	0.0	0.0	27.6		normal	94	0	0	2025-11-12 21:24:00
196	U-010	21	slow	7.0	idle	0.0	0.0	25.6		normal	89	4	934	2025-04-06 21:24:00
197	U-011	21	slow	7.0	idle	0.0	0.0	22.6		normal	91	5	1068	2025-01-22 21:24:00
198	U-012	21	slow	7.0	reserved	0.0	0.0	27.1		normal	92	1	123	2025-04-20 21:24:00
199	U-013	21	slow	7.0	idle	0.0	0.0	22.7		normal	100	1	276	2025-05-08 21:24:00
200	U-014	21	slow	7.0	charging	0.0	0.0	24.1		normal	76	1	201	2025-07-17 21:24:00
201	U-015	21	slow	7.0	idle	0.0	0.0	24.2		normal	98	1	259	2025-06-07 21:24:00
202	U-016	21	slow	7.0	offline	0.0	0.0	22.1		abnormal	70	1	299	2025-07-21 21:24:00
203	V-001	22	fast	90.0	idle	0.0	0.0	37.5		normal	89	3	132	2025-08-20 21:24:00
204	V-002	22	fast	60.0	idle	0.0	0.0	26.2		normal	95	0	0	2025-07-14 21:24:00
205	V-003	22	fast	120.0	idle	0.0	0.0	25.1		normal	99	0	0	2025-03-25 21:24:00
206	V-004	22	fast	90.0	idle	0.0	0.0	26.8		normal	97	1	45	2025-05-22 21:24:00
207	V-005	22	fast	90.0	idle	0.0	0.0	24.6		normal	95	2	129	2025-02-12 21:24:00
208	V-006	22	fast	60.0	charging	0.0	0.0	27.1		normal	85	2	109	2026-01-08 21:24:00
209	V-007	22	slow	7.0	idle	0.0	0.0	27.3		normal	92	0	0	2025-10-20 21:24:00
210	V-008	22	slow	7.0	idle	0.0	0.0	24.8		normal	100	3	679	2025-04-15 21:24:00
211	V-009	22	slow	7.0	idle	0.0	0.0	24.3		normal	98	1	131	2026-02-07 21:24:00
212	V-010	22	slow	7.0	idle	0.0	0.0	27.1		normal	95	1	296	2025-11-20 21:24:00
213	V-011	22	slow	7.0	reserved	0.0	0.0	23.3		normal	95	2	349	2025-10-12 21:24:00
214	V-012	22	slow	7.0	idle	0.0	0.0	23.7		normal	93	1	292	2025-04-22 21:24:00
215	V-013	22	slow	7.0	charging	0.0	0.0	25.3		normal	83	3	757	2025-06-02 21:24:00
216	V-014	22	slow	7.0	idle	0.0	0.0	22.5		normal	91	0	0	2025-02-18 21:24:00
217	V-015	22	slow	7.0	idle	0.0	0.0	24.9		normal	94	0	0	2025-01-29 21:24:00
218	V-016	22	slow	7.0	idle	0.0	0.0	26.1		normal	91	2	436	2025-03-28 21:24:00
219	V-017	22	slow	7.0	idle	0.0	0.0	24.9		normal	99	2	400	2026-02-13 21:24:00
220	V-018	22	slow	7.0	idle	0.0	0.0	23.8		normal	89	1	263	2025-07-29 21:24:00
221	W-001	23	fast	60.0	idle	0.0	0.0	23.8		normal	91	0	0	2025-04-30 21:24:00
222	W-002	23	fast	90.0	idle	0.0	0.0	25.3		normal	95	1	46	2025-08-29 21:24:00
223	W-003	23	fast	90.0	idle	0.0	0.0	25.3		normal	99	3	154	2025-08-25 21:24:00
224	W-004	23	fast	60.0	idle	0.0	0.0	23.6		normal	95	1	45	2025-10-16 21:24:00
225	W-005	23	fast	120.0	charging	0.0	0.0	23.9		normal	81	1	58	2025-02-06 21:24:00
226	W-006	23	slow	7.0	idle	0.0	0.0	27.7		normal	96	3	566	2025-03-05 21:24:00
227	W-007	23	slow	7.0	idle	0.0	0.0	23.1		normal	90	1	149	2025-02-08 21:24:00
228	W-008	23	slow	7.0	offline	0.0	0.0	26.3		abnormal	68	0	0	2025-01-28 21:24:00
229	X-001	24	fast	60.0	idle	0.0	0.0	23.7		normal	97	2	96	2026-01-01 21:24:00
230	X-002	24	fast	120.0	idle	0.0	0.0	23.4		normal	92	2	133	2025-11-22 21:24:00
231	X-003	24	fast	90.0	idle	0.0	0.0	26.2		normal	88	3	202	2025-12-19 21:24:00
232	X-004	24	fast	90.0	charging	0.0	0.0	25.3		normal	76	2	104	2025-03-01 21:24:00
233	X-005	24	fast	120.0	idle	0.0	0.0	27.2		normal	98	2	107	2025-06-15 21:24:00
234	X-006	24	fast	120.0	idle	0.0	0.0	25.4		normal	88	1	60	2025-06-26 21:24:00
235	X-007	24	slow	7.0	idle	0.0	0.0	24.6		normal	95	2	290	2025-11-19 21:24:00
236	X-008	24	slow	7.0	idle	0.0	0.0	23.5		normal	88	1	163	2025-06-22 21:24:00
237	X-009	24	slow	7.0	reserved	0.0	0.0	26.9		normal	89	0	0	2025-07-31 21:24:00
238	X-010	24	slow	7.0	idle	0.0	0.0	22.4		normal	95	1	248	2025-04-05 21:24:00
239	X-011	24	slow	7.0	charging	0.0	0.0	22.9		normal	76	1	200	2025-05-09 21:24:00
240	X-012	24	slow	7.0	idle	0.0	0.0	22.5		normal	92	0	0	2025-10-17 21:24:00
241	Y-001	25	fast	120.0	idle	0.0	0.0	26.6		normal	96	0	0	2025-04-17 21:24:00
242	Y-002	25	fast	60.0	idle	0.0	0.0	25.7		normal	100	2	131	2025-01-20 21:24:00
243	Y-003	25	fast	60.0	charging	0.0	0.0	27.5		normal	89	2	104	2025-09-22 21:24:00
244	Y-004	25	fast	60.0	idle	0.0	0.0	23.8		normal	94	0	0	2025-04-10 21:24:00
245	Y-005	25	fast	120.0	idle	0.0	0.0	27.8		normal	97	5	300	2026-01-02 21:24:00
246	Y-006	25	fast	120.0	idle	0.0	0.0	23.3		normal	98	2	130	2025-03-20 21:24:00
247	Y-007	25	slow	7.0	idle	0.0	0.0	22.9		normal	89	1	208	2025-11-25 21:24:00
248	Y-008	25	slow	7.0	reserved	0.0	0.0	22.5		normal	96	5	1083	2026-02-20 21:24:00
249	Y-009	25	slow	7.0	idle	0.0	0.0	24.7		normal	94	0	0	2025-04-23 21:24:00
250	Y-010	25	slow	7.0	charging	0.0	0.0	22.2		normal	84	1	124	2025-09-27 21:24:00
251	Z-001	26	fast	60.0	idle	0.0	0.0	26.2		normal	92	0	0	2025-07-04 21:24:00
252	Z-002	26	fast	120.0	charging	0.0	0.0	27.5		normal	82	0	0	2025-04-07 21:24:00
253	Z-003	26	fast	60.0	idle	0.0	0.0	26.8		normal	98	0	0	2025-11-12 21:24:00
254	Z-004	26	fast	90.0	idle	0.0	0.0	25.3		normal	89	2	117	2025-03-27 21:24:00
255	Z-005	26	slow	7.0	idle	0.0	0.0	27.5		normal	90	5	831	2025-12-11 21:24:00
256	Z-006	26	slow	7.0	idle	0.0	0.0	22.4		normal	89	3	692	2025-09-17 21:24:00
257	[-001	27	fast	60.0	charging	0.0	0.0	27.5		normal	93	0	0	2025-07-12 21:24:00
258	[-002	27	fast	120.0	idle	0.0	0.0	26.1		normal	95	2	147	2025-02-28 21:24:00
259	[-003	27	fast	90.0	idle	0.0	0.0	25.0		normal	92	1	48	2025-06-14 21:24:00
260	[-004	27	fast	90.0	idle	0.0	0.0	25.6		normal	89	3	195	2025-07-15 21:24:00
261	[-005	27	fast	60.0	idle	0.0	0.0	25.6		normal	93	1	75	2026-02-08 21:24:00
262	[-006	27	slow	7.0	reserved	0.0	0.0	23.4		normal	89	2	450	2025-03-13 21:24:00
263	[-007	27	slow	7.0	idle	0.0	0.0	25.5		normal	97	2	427	2026-02-11 21:24:00
264	[-008	27	slow	7.0	charging	0.0	0.0	25.5		normal	83	4	803	2025-01-27 21:24:00
265	\\-001	28	fast	120.0	idle	0.0	0.0	25.1		normal	95	3	203	2025-07-10 21:24:00
266	\\-002	28	fast	90.0	idle	0.0	0.0	28.0		normal	90	0	0	2025-07-13 21:24:00
267	\\-003	28	fast	60.0	idle	0.0	0.0	27.8		normal	95	2	107	2025-06-26 21:24:00
