66	17	12	charge	2026-08-13 08:47:00
67	5	7	charge	2026-08-13 09:57:00
68	3	15	charge	2026-08-13 09:11:00
69	15	2	charge	2026-08-13 23:02:00
70	10	2	charge	2026-08-13 16:36:00
71	2	2	charge	2026-08-13 17:29:00
72	3	8	charge	2026-08-13 23:35:00
73	2	9	charge	2026-08-13 18:59:00
74	2	6	charge	2026-08-13 15:39:00
75	17	7	charge	2026-08-13 17:59:00
76	6	5	charge	2026-08-13 16:03:00
77	2	1	charge	2026-08-13 11:39:00
78	5	8	charge	2026-08-14 09:24:00
79	13	2	charge	2026-08-14 14:19:00
80	11	3	charge	2026-08-14 15:37:00
81	17	2	charge	2026-08-14 22:29:00
82	6	2	charge	2026-08-14 14:18:00
83	3	11	charge	2026-08-14 08:38:00
84	17	3	charge	2026-08-14 22:12:00
85	5	9	charge	2026-08-14 17:46:00
86	15	11	charge	2026-08-14 21:31:00
87	10	9	charge	2026-08-14 13:30:00
88	7	15	charge	2026-08-14 20:01:00
89	13	13	charge	2026-08-14 09:41:00
90	5	1	charge	2026-08-14 20:56:00
91	17	7	charge	2026-08-14 21:05:00
92	5	3	charge	2026-08-14 21:45:00
93	1	1	charge	2026-08-14 11:40:00
94	12	1	charge	2026-08-15 01:29:00
95	5	1	charge	2026-08-14 18:29:00
96	16	14	charge	2026-08-15 19:21:00
97	5	15	charge	2026-08-15 10:06:00
98	10	5	charge	2026-08-15 10:00:00
99	4	2	charge	2026-08-15 18:08:00
100	5	2	charge	2026-08-15 11:51:00
101	3	11	charge	2026-08-15 12:09:00
102	17	5	charge	2026-08-15 19:07:00
103	12	1	charge	2026-08-15 12:28:00
104	4	8	charge	2026-08-15 17:52:00
105	15	14	charge	2026-08-15 17:33:00
106	15	1	charge	2026-08-15 21:29:00
107	10	2	charge	2026-08-16 13:35:00
108	7	11	charge	2026-08-16 19:59:00
109	4	11	charge	2026-08-16 11:05:00
110	11	2	charge	2026-08-17 01:53:00
111	3	1	charge	2026-08-16 16:49:00
112	11	4	charge	2026-08-16 16:07:00
113	14	2	charge	2026-08-16 21:26:00
114	12	8	charge	2026-08-16 20:39:00
115	13	6	charge	2026-08-16 08:05:00
116	15	8	charge	2026-08-16 03:54:00
117	2	15	charge	2026-08-17 11:53:00
118	5	2	charge	2026-08-17 22:00:00
119	1	2	charge	2026-08-18 01:42:00
120	9	4	charge	2026-08-17 09:34:00
121	4	1	charge	2026-08-17 16:48:00
122	11	11	charge	2026-08-18 00:31:00
123	6	7	charge	2026-08-17 10:55:00
124	5	10	charge	2026-08-17 10:03:00
125	5	3	charge	2026-08-17 11:05:00
126	14	2	charge	2026-08-17 17:33:00
127	15	11	charge	2026-08-17 07:12:00
128	6	2	charge	2026-08-17 20:24:00
129	5	1	charge	2026-08-17 09:54:00
130	17	3	charge	2026-08-17 10:03:00
131	10	1	charge	2026-08-17 10:57:00
132	6	2	charge	2026-08-17 20:28:00
133	9	15	charge	2026-08-17 06:07:00
134	10	2	charge	2026-08-17 18:20:00
135	2	8	charge	2026-08-18 13:36:00
136	11	1	charge	2026-08-18 19:55:00
137	11	5	charge	2026-08-18 16:18:00
138	10	2	charge	2026-08-18 11:05:00
139	11	6	charge	2026-08-18 08:42:00
140	10	1	charge	2026-08-18 15:12:00
141	7	7	charge	2026-08-18 21:48:00
142	16	13	charge	2026-08-18 20:16:00
143	12	8	charge	2026-08-18 20:07:00
144	10	2	charge	2026-08-18 12:12:00
145	4	1	charge	2026-08-18 20:51:00
146	12	9	charge	2026-08-18 16:32:00
147	5	12	charge	2026-08-18 05:45:00
148	11	1	charge	2026-08-18 17:08:00
149	11	9	charge	2026-08-18 10:48:00
150	1	9	charge	2026-08-18 14:46:00
151	1	5	charge	2026-08-18 10:39:00
152	2	8	charge	2026-08-18 17:25:00
153	8	12	charge	2026-08-19 12:02:00
154	5	2	charge	2026-08-19 14:11:00
155	2	2	charge	2026-08-20 00:27:00
156	13	7	charge	2026-08-19 14:22:00
157	9	1	charge	2026-08-19 12:06:00
158	10	3	charge	2026-08-20 02:15:00
159	9	1	charge	2026-08-19 16:09:00
160	12	7	charge	2026-08-19 23:02:00
161	15	2	charge	2026-08-19 13:17:00
162	9	1	charge	2026-08-19 23:08:00
163	17	2	charge	2026-08-19 09:59:00
164	4	1	charge	2026-08-19 19:38:00
165	16	14	charge	2026-08-19 17:35:00
166	2	13	charge	2026-08-19 09:59:00
167	2	6	charge	2026-08-19 21:04:00
168	13	6	charge	2026-08-19 04:52:00
169	2	10	charge	2026-08-19 10:37:00
170	15	2	charge	2026-08-19 13:47:00
171	9	3	charge	2026-08-19 15:10:00
172	6	2	charge	2026-08-19 12:18:00
173	13	2	charge	2026-08-19 12:33:00
174	5	10	charge	2026-08-19 09:01:00
175	9	8	charge	2026-08-20 13:38:00
176	8	2	charge	2026-08-20 21:59:00
177	10	15	charge	2026-08-20 19:20:00
178	5	8	charge	2026-08-20 09:20:00
179	16	10	charge	2026-08-20 13:16:00
180	3	9	charge	2026-08-20 19:43:00
181	2	12	charge	2026-08-20 16:26:00
182	17	1	charge	2026-08-20 12:14:00
183	17	3	charge	2026-08-20 07:14:00
184	15	7	charge	2026-08-20 16:29:00
185	3	6	charge	2026-08-20 18:31:00
186	3	3	charge	2026-08-20 06:02:00
187	14	5	charge	2026-08-20 19:34:00
188	5	1	charge	2026-08-20 12:43:00
189	8	16	charge	2026-08-20 08:31:00
190	14	2	charge	2026-08-20 21:31:00
191	7	1	charge	2026-08-20 10:01:00
192	3	6	charge	2026-08-21 09:22:00
193	8	10	charge	2026-08-21 20:35:00
194	2	2	charge	2026-08-21 23:28:00
195	11	7	charge	2026-08-21 17:57:00
196	10	1	charge	2026-08-21 10:52:00
197	14	10	charge	2026-08-21 21:16:00
198	17	2	charge	2026-08-21 22:26:00
199	16	5	charge	2026-08-21 08:15:00
200	2	2	charge	2026-08-21 17:13:00
201	7	11	charge	2026-08-21 09:28:00
202	7	10	charge	2026-08-21 07:23:00
203	7	1	charge	2026-08-21 22:27:00
204	1	1	charge	2026-08-21 12:37:00
205	8	8	charge	2026-08-21 15:05:00
206	15	2	charge	2026-08-21 13:10:00
207	15	11	charge	2026-08-21 20:58:00
208	14	6	charge	2026-08-22 12:13:00
209	14	6	charge	2026-08-22 09:03:00
210	16	10	charge	2026-08-22 20:06:00
211	16	1	charge	2026-08-22 17:31:00
212	16	2	charge	2026-08-22 22:01:00
213	3	11	charge	2026-08-22 19:30:00
214	5	9	charge	2026-08-22 09:27:00
215	16	1	charge	2026-08-22 18:06:00
216	9	7	charge	2026-08-22 02:01:00
217	6	5	charge	2026-08-22 13:21:00
218	12	10	charge	2026-08-22 16:57:00
219	8	15	charge	2026-08-23 17:17:00
220	2	2	charge	2026-08-23 23:09:00
221	6	6	charge	2026-08-23 18:07:00
222	4	1	charge	2026-08-23 17:26:00
223	16	1	charge	2026-08-23 22:12:00
224	2	11	charge	2026-08-23 20:03:00
225	13	2	charge	2026-08-23 20:28:00
226	11	1	charge	2026-08-23 22:27:00
227	12	7	charge	2026-08-23 15:15:00
228	13	6	charge	2026-08-23 17:23:00
229	12	7	charge	2026-08-23 15:33:00
230	10	1	charge	2026-08-23 12:25:00
231	5	1	charge	2026-08-23 21:46:00
232	9	3	charge	2026-08-24 12:55:00
233	14	3	charge	2026-08-24 15:48:00
234	11	1	charge	2026-08-24 18:23:00
235	8	4	charge	2026-08-24 18:35:00
236	16	5	charge	2026-08-24 09:56:00
237	3	1	charge	2026-08-24 16:21:00
238	15	5	charge	2026-08-24 17:09:00
239	13	8	charge	2026-08-24 20:31:00
240	5	11	charge	2026-08-24 17:40:00
241	13	2	charge	2026-08-24 13:03:00
242	8	8	charge	2026-08-24 17:23:00
243	7	1	charge	2026-08-24 10:31:00
244	7	10	charge	2026-08-24 18:53:00
245	14	1	charge	2026-08-24 21:17:00
246	14	1	charge	2026-08-24 09:48:00
247	17	2	charge	2026-08-24 15:23:00
248	3	1	charge	2026-08-24 22:47:00
249	13	11	charge	2026-08-24 17:59:00
250	17	2	charge	2026-08-25 19:14:00
251	17	2	charge	2026-08-25 13:31:00
252	3	10	charge	2026-08-25 21:37:00
253	17	1	charge	2026-08-25 22:01:00
254	3	7	charge	2026-08-25 13:35:00
255	4	1	charge	2026-08-25 12:37:00
256	15	10	charge	2026-08-25 16:47:00
257	1	2	charge	2026-08-25 16:34:00
258	9	6	charge	2026-08-25 09:24:00
259	7	1	charge	2026-08-25 12:47:00
260	11	2	charge	2026-08-26 02:03:00
261	6	6	charge	2026-08-25 20:58:00
262	10	6	charge	2026-08-25 08:16:00
263	5	2	charge	2026-08-25 15:01:00
264	6	6	charge	2026-08-25 21:23:00
265	2	4	charge	2026-08-25 20:13:00
266	17	8	charge	2026-08-25 22:51:00
267	3	7	charge	2026-08-26 16:20:00
268	10	2	charge	2026-08-26 12:35:00
269	4	10	charge	2026-08-26 16:48:00
270	2	2	charge	2026-08-26 19:34:00
271	8	3	charge	2026-08-26 19:12:00
272	4	7	charge	2026-08-26 07:46:00
273	14	2	charge	2026-08-26 23:47:00
274	12	1	charge	2026-08-26 21:51:00
275	10	9	charge	2026-08-26 19:11:00
276	14	1	charge	2026-08-27 01:07:00
277	5	1	charge	2026-08-26 10:53:00
278	9	2	charge	2026-08-26 11:06:00
279	13	2	charge	2026-08-26 21:57:00
280	11	16	charge	2026-08-26 23:25:00
281	12	7	charge	2026-08-26 15:06:00
282	16	5	charge	2026-08-26 19:55:00
283	16	10	charge	2026-08-26 09:13:00
284	15	1	charge	2026-08-26 21:32:00
285	14	13	charge	2026-08-26 02:24:00
286	9	2	charge	2026-08-28 00:12:00
287	6	10	charge	2026-08-27 21:47:00
288	3	1	charge	2026-08-27 10:15:00
289	15	6	charge	2026-08-27 09:26:00
290	5	7	charge	2026-08-27 20:00:00
291	11	10	charge	2026-08-27 07:09:00
292	5	8	charge	2026-08-27 20:51:00
293	7	2	charge	2026-08-27 16:26:00
294	4	1	charge	2026-08-27 09:10:00
295	5	1	charge	2026-08-27 15:53:00
296	10	6	charge	2026-08-27 18:20:00
297	13	11	charge	2026-08-27 15:26:00
298	13	1	charge	2026-08-27 11:34:00
299	1	2	charge	2026-08-27 22:31:00
300	6	7	charge	2026-08-27 12:35:00
301	2	2	charge	2026-08-27 12:15:00
302	14	5	charge	2026-08-27 19:27:00
303	3	1	charge	2026-08-28 09:45:00
304	3	11	charge	2026-08-28 17:53:00
305	3	6	charge	2026-08-28 06:18:00
306	6	3	charge	2026-08-28 18:27:00
307	12	10	charge	2026-08-28 16:05:00
308	9	14	charge	2026-08-28 12:28:00
309	3	7	charge	2026-08-28 10:03:00
310	2	2	charge	2026-08-28 18:37:00
311	4	2	charge	2026-08-28 10:12:00
312	16	5	charge	2026-08-28 10:04:00
313	14	2	charge	2026-08-28 22:39:00
314	3	6	charge	2026-08-28 09:21:00
315	17	6	charge	2026-08-28 09:11:00
316	10	7	charge	2026-08-28 19:22:00
317	10	2	charge	2026-08-28 13:23:00
318	7	1	charge	2026-08-28 21:13:00
319	12	11	charge	2026-08-28 09:03:00
320	10	5	charge	2026-08-28 18:28:00
321	5	6	charge	2026-08-29 22:49:00
322	12	1	charge	2026-08-29 17:00:00
323	3	2	charge	2026-08-29 22:35:00
324	11	3	charge	2026-08-29 13:54:00
325	3	8	charge	2026-08-29 09:39:00
326	15	1	charge	2026-08-29 09:48:00
327	15	6	charge	2026-08-29 19:27:00
328	10	1	charge	2026-08-29 21:50:00
329	12	9	charge	2026-08-29 18:17:00
330	1	6	charge	2026-08-30 00:45:00
331	5	5	charge	2026-08-30 06:45:00
332	13	11	charge	2026-08-30 09:05:00
333	3	1	charge	2026-08-30 18:30:00
334	11	5	charge	2026-08-30 08:13:00
335	13	1	charge	2026-08-30 14:33:00
336	6	2	charge	2026-08-30 11:41:00
337	8	9	charge	2026-08-30 17:39:00
338	13	2	charge	2026-08-30 10:01:00
339	1	2	charge	2026-08-30 12:03:00
340	17	2	charge	2026-08-30 23:58:00
341	9	2	charge	2026-08-30 12:35:00
342	6	4	charge	2026-08-30 09:39:00
343	2	2	charge	2026-08-30 23:23:00
344	6	9	charge	2026-09-01 00:34:00
345	1	12	charge	2026-08-31 11:54:00
346	16	5	charge	2026-08-31 19:12:00
347	8	2	charge	2026-08-31 12:46:00
348	5	7	charge	2026-08-31 09:38:00
349	1	10	charge	2026-08-31 11:04:00
350	12	2	charge	2026-08-31 23:22:00
351	10	1	charge	2026-08-31 08:46:00
352	16	1	charge	2026-08-31 19:31:00
353	12	3	charge	2026-09-01 01:29:00
354	10	1	charge	2026-08-31 20:33:00
355	2	2	charge	2026-08-31 19:56:00
356	4	1	charge	2026-08-31 10:59:00
357	6	15	charge	2026-09-01 00:09:00
358	9	8	charge	2026-08-31 13:41:00
359	1	8	charge	2026-08-31 07:34:00
360	16	2	charge	2026-08-31 23:05:00
361	8	12	charge	2026-08-31 19:14:00
362	9	3	charge	2026-08-31 03:07:00
363	3	2	charge	2026-08-31 22:13:00
364	6	6	charge	2026-08-31 12:55:00
365	9	4	charge	2026-08-31 09:16:00
366	5	10	charge	2026-09-01 19:05:00
367	16	7	charge	2026-09-01 17:49:00
368	16	7	charge	2026-09-01 23:51:00
369	3	2	charge	2026-09-01 20:52:00
370	2	5	charge	2026-09-01 08:39:00
371	5	1	charge	2026-09-01 18:05:00
372	8	5	charge	2026-09-01 23:38:00
373	16	11	charge	2026-09-01 22:31:00
374	17	14	charge	2026-09-01 19:01:00
375	15	9	charge	2026-09-01 22:05:00
376	14	14	charge	2026-09-01 12:31:00
377	3	5	charge	2026-09-01 21:41:00
378	15	3	charge	2026-09-01 13:40:00
379	5	10	charge	2026-09-01 08:55:00
380	4	8	charge	2026-09-01 07:50:00
381	9	2	charge	2026-09-02 00:20:00
382	13	14	charge	2026-09-01 08:59:00
383	11	5	charge	2026-09-01 11:32:00
384	11	2	charge	2026-09-01 13:38:00
385	8	1	charge	2026-09-01 21:05:00
386	3	6	charge	2026-09-02 18:23:00
387	17	3	charge	2026-09-02 14:17:00
388	13	2	charge	2026-09-02 22:12:00
389	7	1	charge	2026-09-02 22:07:00
390	9	11	charge	2026-09-02 18:43:00
391	8	9	charge	2026-09-02 18:51:00
392	12	4	charge	2026-09-02 14:45:00
393	10	10	charge	2026-09-02 18:09:00
394	8	2	charge	2026-09-03 02:08:00
395	1	3	charge	2026-09-02 03:31:00
396	10	2	charge	2026-09-02 12:47:00
397	15	3	charge	2026-09-02 13:28:00
398	17	6	charge	2026-09-02 07:58:00
399	16	5	charge	2026-09-02 18:20:00
400	10	4	charge	2026-09-02 09:24:00
401	13	3	charge	2026-09-02 23:04:00
402	9	2	charge	2026-09-03 03:09:00
403	7	10	charge	2026-09-03 01:13:00
404	12	7	charge	2026-09-03 14:55:00
405	10	2	charge	2026-09-03 19:10:00
406	6	2	charge	2026-09-03 19:54:00
407	14	8	charge	2026-09-03 20:21:00
408	2	11	charge	2026-09-03 09:08:00
409	17	6	charge	2026-09-03 18:11:00
410	11	2	charge	2026-09-04 04:24:00
411	6	12	charge	2026-09-03 10:34:00
412	1	7	charge	2026-09-03 17:12:00
413	16	8	charge	2026-09-03 19:29:00
414	16	1	charge	2026-09-03 14:05:00
415	11	1	charge	2026-09-03 23:51:00
416	12	6	charge	2026-09-03 08:56:00
417	2	5	charge	2026-09-03 08:29:00
418	5	9	charge	2026-09-03 10:35:00
419	13	1	charge	2026-09-03 23:14:00
420	17	1	charge	2026-09-03 19:56:00
421	9	2	charge	2026-09-03 14:44:00
422	1	10	charge	2026-09-03 07:33:00
423	16	9	charge	2026-09-03 16:39:00
424	4	5	charge	2026-09-03 12:38:00
425	4	2	charge	2026-09-03 22:47:00
426	7	6	charge	2026-09-04 09:27:00
427	16	14	charge	2026-09-04 09:25:00
428	3	2	charge	2026-09-04 06:10:00
429	3	4	charge	2026-09-04 19:39:00
430	15	7	charge	2026-09-04 10:40:00
431	11	1	charge	2026-09-04 11:37:00
432	5	2	charge	2026-09-04 03:48:00
433	3	7	charge	2026-09-04 09:14:00
434	13	12	charge	2026-09-04 14:49:00
435	2	4	charge	2026-09-04 08:14:00
436	15	14	charge	2026-09-04 16:45:00
437	5	2	charge	2026-09-04 23:13:00
438	11	3	charge	2026-09-04 10:57:00
439	8	2	charge	2026-09-04 20:47:00
440	8	2	charge	2026-09-04 16:12:00
441	2	6	charge	2026-09-04 20:22:00
442	6	2	charge	2026-09-04 23:27:00
443	8	10	charge	2026-09-04 06:47:00
444	15	12	charge	2026-09-04 14:41:00
445	4	8	charge	2026-09-05 17:10:00
446	10	6	charge	2026-09-05 07:30:00
447	2	2	charge	2026-09-05 13:19:00
448	12	6	charge	2026-09-05 13:55:00
449	10	13	charge	2026-09-05 10:38:00
450	5	1	charge	2026-09-05 09:45:00
451	13	2	charge	2026-09-06 00:51:00
452	14	7	charge	2026-09-05 08:15:00
453	15	5	charge	2026-09-05 20:21:00
454	14	2	charge	2026-09-05 20:01:00
455	5	5	charge	2026-09-05 17:48:00
456	13	2	charge	2026-09-05 19:35:00
457	11	5	charge	2026-09-05 13:01:00
458	17	15	charge	2026-09-05 19:01:00
459	7	9	charge	2026-09-05 21:34:00
460	6	13	charge	2026-09-06 09:00:00
461	16	3	charge	2026-09-06 23:41:00
462	14	2	charge	2026-09-06 23:21:00
463	7	10	charge	2026-09-06 19:20:00
464	2	7	charge	2026-09-06 09:43:00
465	8	2	charge	2026-09-06 15:56:00
466	2	2	charge	2026-09-06 21:07:00
467	2	1	charge	2026-09-06 12:18:00
468	8	15	charge	2026-09-06 21:07:00
469	7	6	charge	2026-09-06 19:21:00
470	17	5	charge	2026-09-06 22:08:00
471	9	5	charge	2026-09-06 08:32:00
472	11	15	charge	2026-09-06 09:30:00
473	12	1	charge	2026-09-06 12:56:00
474	17	5	charge	2026-09-06 06:42:00
475	11	7	charge	2026-09-07 20:23:00
476	1	14	charge	2026-09-07 16:46:00
477	8	2	charge	2026-09-07 21:52:00
478	13	2	charge	2026-09-08 02:06:00
479	12	2	charge	2026-09-07 22:40:00
480	11	1	charge	2026-09-07 18:29:00
481	1	9	charge	2026-09-07 16:37:00
482	4	6	charge	2026-09-07 19:09:00
483	3	7	charge	2026-09-07 19:12:00
484	6	2	charge	2026-09-07 10:28:00
485	13	10	charge	2026-09-07 09:47:00
486	1	7	charge	2026-09-07 19:17:00
487	17	7	charge	2026-09-07 07:50:00
488	15	2	charge	2026-09-07 12:35:00
489	5	2	charge	2026-09-07 19:39:00
490	12	6	charge	2026-09-07 19:12:00
491	13	9	charge	2026-09-07 01:22:00
492	14	1	charge	2026-09-08 11:48:00
493	4	14	charge	2026-09-08 10:15:00
494	15	5	charge	2026-09-08 18:04:00
495	16	8	charge	2026-09-08 09:12:00
496	3	10	charge	2026-09-08 09:33:00
497	5	4	charge	2026-09-08 10:29:00
498	14	2	charge	2026-09-08 21:42:00
499	15	11	charge	2026-09-08 14:50:00
500	3	6	charge	2026-09-08 17:47:00
501	3	1	charge	2026-09-08 22:00:00
502	13	1	charge	2026-09-08 18:46:00
503	5	12	charge	2026-09-08 16:21:00
504	5	2	charge	2026-09-08 23:42:00
505	8	2	charge	2026-09-08 05:21:00
506	5	2	charge	2026-09-09 00:35:00
507	12	6	charge	2026-09-08 06:26:00
508	16	7	charge	2026-09-08 10:46:00
509	17	1	charge	2026-09-08 20:46:00
510	12	2	charge	2026-09-08 21:30:00
511	12	6	charge	2026-09-08 16:03:00
512	5	1	charge	2026-09-08 16:58:00
513	12	14	charge	2026-09-09 06:38:00
514	16	13	charge	2026-09-09 16:29:00
515	6	2	charge	2026-09-09 09:15:00
516	6	12	charge	2026-09-09 09:45:00
517	3	2	charge	2026-09-09 13:34:00
518	5	2	charge	2026-09-09 18:23:00
519	3	2	charge	2026-09-09 18:02:00
520	14	2	charge	2026-09-09 20:43:00
521	17	8	charge	2026-09-09 18:17:00
522	14	9	charge	2026-09-09 01:31:00
523	13	2	charge	2026-09-09 20:23:00
524	14	1	charge	2026-09-09 06:37:00
525	14	1	charge	2026-09-09 21:50:00
526	17	5	charge	2026-09-09 04:47:00
527	1	69	charge	2026-09-10 10:05:52
528	1	4	charge	2026-09-10 10:07:06
